,codpro,codfor,estoque,min_dt_estoque
864,029223,00444,1.0,2018-11-06
865,028010,00616,1.0,2017-10-19
866,028016,00616,1.0,2017-10-19
867,028022,00616,4.0,2017-10-19
868,029265,00397,2.0,2018-03-22
869,029305,00444,19.0,2018-06-26
870,029359,00427,1.0,2018-06-28
871,029361,01652,2.0,2018-10-10
872,028100,01652,1.0,2017-11-08
873,028138,00417,2.0,2017-10-31
874,028146,03115,1.0,2017-11-07
875,029409,01652,2.0,2024-05-18
876,029413,01652,2.0,2019-07-20
877,029473,00446,7.0,2018-04-03
878,029481,01652,2.0,2018-07-18
879,029491,01652,1.0,2018-04-27
880,029503,01652,2.0,2020-02-21
881,029505,01652,2.0,2019-06-24
882,029517,01652,2.0,2018-09-05
883,029521,01652,4.0,2019-08-08
884,028262,00573,1.0,2017-11-06
885,028266,00360,1.0,2017-11-08
886,029589,00417,1.0,2018-05-02
887,029615,01652,1.0,2018-04-26
888,029617,01652,2.0,2023-05-09
889,028322,01652,4.0,2017-12-21
890,029623,01652,2.0,2024-06-24
891,029627,01652,4.0,2019-07-20
892,029631,01652,2.0,2020-01-22
893,029635,01652,2.0,2020-07-16
894,029641,01652,2.0,2019-07-20
895,029645,01652,4.0,2020-07-30
896,029647,01652,2.0,2024-06-24
897,029651,01652,2.0,2019-03-14
898,028400,00253,1.0,2017-11-17
899,028430,00444,6.0,2017-11-21
900,029695,00429,3.0,2018-04-07
901,029697,00429,3.0,2018-04-07
902,028482,00427,4.0,2017-12-05
903,029747,00417,1.0,2018-09-29
904,029749,00417,2.0,2018-09-29
905,029751,00395,4.0,2024-07-25
906,028508,00573,1.0,2017-11-25
907,028520,00573,3.0,2017-11-25
908,029809,00463,4.0,2018-04-11
909,029811,00360,1.0,2018-04-30
910,029849,00417,12.0,2018-09-29
911,029871,00395,2.0,2018-09-03
912,029905,00338,2.0,2018-04-19
913,029909,00441,4.0,2018-04-17
914,029919,00440,2.0,2018-06-09
915,029957,00261,1.0,2022-09-26
916,029971,00261,3.0,2018-10-01
917,028532,00573,1.0,2017-11-25
918,028602,00589,5.0,2017-12-12
919,028604,00589,3.0,2017-12-12
920,028610,00589,1.0,2017-12-12
921,030137,00589,1.0,2018-11-12
922,030147,00261,4.0,2018-07-31
923,030195,00589,4.0,2018-06-21
924,028756,00463,2.0,2017-12-26
925,030211,00444,9.0,2018-06-26
926,030263,00589,10.0,2019-02-19
927,030283,00444,4.0,2018-06-26
928,030289,02778,1.0,2018-05-08
929,028844,00360,3.0,2017-12-26
930,030321,00527,3.0,2018-05-23
931,028986,00449,5.0,2018-02-15
932,029034,01652,1.0,2018-02-21
933,030541,00444,1.0,2018-07-12
934,029080,00427,1.0,2018-05-10
935,029090,00388,1.0,2018-03-05
936,029098,01652,1.0,2018-04-04
937,029240,00338,1.0,2018-04-19
938,029306,00444,7.0,2018-06-26
939,029318,00444,2.0,2018-06-26
940,029322,00444,9.0,2018-06-26
941,029340,00444,7.0,2018-05-28
942,031783,00360,1.0,2019-07-25
943,029392,01652,3.0,2024-05-18
944,029400,01652,4.0,2018-04-27
945,030579,00444,1.0,2018-07-02
946,029406,01652,4.0,2018-04-27
947,029424,01652,4.0,2022-01-26
948,030631,00430,1.0,2018-06-13
949,029494,01652,1.0,2018-04-27
950,029522,01652,2.0,2020-07-30
951,030697,00515,30.0,2018-06-15
952,029544,01652,4.0,2018-04-27
953,029610,00427,2.0,2018-05-10
954,029612,00427,2.0,2018-05-10
955,029616,01652,2.0,2024-01-10
956,029618,01652,4.0,2021-03-24
957,029620,01652,2.0,2024-05-18
958,030833,00444,1.0,2019-07-08
959,029646,01652,4.0,2018-04-27
960,030839,00444,1.0,2019-01-21
961,030843,00444,1.0,2019-09-12
962,030845,00444,1.0,2019-09-12
963,030905,00466,1.0,2021-07-13
964,030923,03049,2.0,2018-10-03
965,030929,03049,1.0,2018-10-03
966,030945,03049,2.0,2018-08-02
967,029746,00417,1.0,2018-09-29
968,030973,00441,16.0,2018-05-30
969,030975,00441,6.0,2018-05-30
970,029774,00395,4.0,2018-06-16
971,031027,00360,1.0,2019-01-24
972,029804,00395,2.0,2018-06-16
973,029806,00395,4.0,2018-09-03
974,031059,01652,13.0,2018-07-07
975,031077,00436,1.0,2018-07-17
976,029830,02778,2.0,2018-04-25
977,029846,02778,1.0,2018-05-08
978,029862,00466,3.0,2018-05-25
979,029888,00395,3.0,2019-10-21
980,031087,02778,2.0,2018-06-13
981,031091,02778,1.0,2018-06-13
982,031095,02778,2.0,2018-06-13
983,031111,02778,1.0,2018-06-12
984,029944,00444,4.0,2018-05-09
985,029970,00444,6.0,2018-06-26
986,029974,00253,2.0,2018-06-23
987,029988,00444,9.0,2018-05-09
988,030038,00348,1.0,2018-05-23
989,031301,00478,1.0,2018-07-28
990,031307,00397,1.0,2019-04-22
991,031313,00397,5.0,2021-11-10
992,031367,00397,1.0,2018-10-18
993,030098,00348,1.0,2018-07-26
994,031419,00253,1.0,2018-06-23
995,030128,03115,8.0,2018-08-18
996,030164,00261,1.0,2018-08-21
997,030170,00589,2.0,2020-09-21
998,030188,00461,8.0,2022-06-21
999,030204,00589,1.0,2022-07-06
1000,031593,00360,6.0,2018-06-29
1001,030288,02778,1.0,2018-05-08
1002,031627,00124,4.0,2018-07-04
1003,031657,00253,1.0,2018-10-10
1004,031659,00253,1.0,2018-09-05
1005,031665,00253,4.0,2018-08-14
1006,031695,00427,2.0,2018-08-28
1007,030338,00444,1.0,2018-09-18
1008,031699,00427,2.0,2018-08-10
1009,031721,00427,1.0,2018-07-27
1010,031733,00360,1.0,2018-07-19
1011,031741,00360,1.0,2019-03-11
1012,031781,00360,1.0,2019-05-20
1013,030382,00444,1.0,2018-06-26
1014,031787,00427,1.0,2018-07-27
1015,030418,00444,2.0,2018-11-01
1016,030434,01652,2.0,2020-10-20
1017,031829,00360,1.0,2018-11-24
1018,031835,00520,1.0,2018-10-08
1019,031879,00427,8.0,2018-07-27
1020,031911,00427,1.0,2018-07-27
1021,031915,00427,1.0,2018-10-05
1022,031935,00427,1.0,2018-07-27
1023,031973,00427,1.0,2019-12-24
1024,031977,00427,1.0,2018-10-18
1025,031979,00427,1.0,2018-07-27
1026,032013,00520,2.0,2018-10-08
1027,032021,00427,9.0,2018-07-27
1028,032025,00520,1.0,2018-10-08
1029,032027,00520,1.0,2018-10-08
1030,032039,00427,3.0,2019-07-30
1031,032055,00447,2.0,2018-10-10
1032,032057,00447,1.0,2021-08-13
1033,032125,02334,7.0,2019-01-04
1034,032145,00520,5.0,2018-08-10
1035,032177,01652,3.0,2018-10-26
1036,032211,01652,1.0,2018-10-10
1037,032221,01652,2.0,2018-08-29
1038,030718,00515,4.0,2018-06-15
1039,032287,01652,2.0,2018-10-16
1040,032291,01652,2.0,2019-01-14
1041,032293,01652,6.0,2018-08-18
1042,032295,01652,2.0,2018-10-30
1043,032307,01652,1.0,2018-07-18
1044,032309,01652,1.0,2018-10-16
1045,032315,01652,1.0,2018-10-16
1046,032317,01652,3.0,2018-07-18
1047,032321,01652,1.0,2018-10-16
1048,032361,00616,2.0,2022-05-20
1049,030636,00444,1.0,2018-10-16
1050,032393,00616,1.0,2020-03-05
1051,032409,00616,3.0,2019-03-27
1052,032411,00616,1.0,2019-03-27
1053,032429,01652,1.0,2023-05-09
1054,030698,00515,20.0,2018-06-15
1055,032471,00616,2.0,2023-06-21
1056,032475,00616,1.0,2019-03-27
1057,032479,00616,2.0,2018-07-12
1058,030784,00444,4.0,2021-02-02
1059,032537,00395,6.0,2018-11-13
1060,030838,00444,1.0,2018-11-06
1061,030850,00444,2.0,2019-09-12
1062,030922,03049,9.0,2018-10-03
1063,030938,03049,2.0,2018-10-03
1064,031004,00441,1.0,2018-05-30
1065,031016,01652,3.0,2018-08-02
1066,031046,00230,27.0,2018-06-08
1067,031098,02778,1.0,2018-06-13
1068,031100,02778,1.0,2018-06-13
1069,032571,00481,4.0,2018-08-01
1070,032631,01652,1.0,2020-09-26
1071,032635,01652,1.0,2018-10-16
1072,032643,00481,2.0,2018-08-01
1073,032693,00481,3.0,2018-08-01
1074,032723,01652,1.0,2018-10-24
1075,032767,00481,1.0,2018-08-29
1076,031302,00589,7.0,2018-10-19
1077,032803,00481,1.0,2018-08-29
1078,031334,00589,2.0,2020-09-21
1079,031358,00419,4.0,2019-01-24
1081,032811,00482,1.0,2019-02-15
1082,032839,00481,2.0,2020-12-18
1083,032845,00482,1.0,2023-12-20
1084,032847,00482,1.0,2019-01-11
1085,032849,00482,1.0,2018-11-20
1086,031384,00253,2.0,2018-07-23
1087,032863,00481,3.0,2020-01-31
1088,032869,00482,3.0,2021-03-10
1089,031426,00447,1.0,2018-08-06
1090,031428,00447,1.0,2018-08-06
1091,032909,01652,2.0,2019-03-14
1092,031472,00253,1.0,2018-09-21
1093,032935,00481,1.0,2020-09-16
1095,032985,00481,1.0,2018-08-29
1096,032995,01652,9.0,2020-03-30
1097,031548,00461,1.0,2018-08-06
1098,033027,01652,2.0,2018-10-24
1099,033089,01652,2.0,2018-09-18
1100,031572,00124,5.0,2018-06-20
1101,031584,00124,2.0,2018-07-04
1102,031606,00124,1.0,2023-11-03
1103,033099,01652,1.0,2018-11-06
1104,033115,00395,6.0,2019-01-21
1105,033131,00395,2.0,2023-10-30
1106,031614,00124,3.0,2018-07-04
1107,031646,00124,1.0,2020-09-08
1108,031648,00360,1.0,2021-11-10
1109,031664,00253,1.0,2018-10-10
1110,031672,00253,3.0,2018-09-10
1111,033243,01652,1.0,2018-10-24
1112,031738,00427,1.0,2018-07-27
1113,033291,01652,16.0,2020-01-06
1114,031774,00427,1.0,2018-07-27
1115,031778,00360,4.0,2019-03-11
1116,031792,00360,4.0,2019-07-25
1117,031802,00360,2.0,2018-07-19
1118,033349,01652,6.0,2020-10-30
1119,033355,00124,1.0,2018-08-30
1120,033365,01652,4.0,2018-11-08
1121,033373,00124,1.0,2018-08-17
1122,033405,00395,1.0,2020-11-09
1123,031872,00360,1.0,2018-12-04
1124,031876,00433,6.0,2018-06-22
1125,031888,00360,2.0,2019-07-01
1126,033441,00395,6.0,2020-09-16
1127,033455,00483,2.0,2018-08-28
1128,033457,00483,1.0,2018-10-22
1129,031946,00427,2.0,2018-07-27
1130,031958,00427,1.0,2018-07-27
1131,033511,00395,19.0,2020-03-02
1132,031988,00427,1.0,2018-07-27
1133,031990,00427,5.0,2018-07-27
1134,032018,00520,3.0,2018-10-08
1135,033537,00483,1.0,2018-08-28
1136,033539,00483,1.0,2018-10-22
1137,033551,00483,2.0,2020-10-08
1138,033553,00395,4.0,2018-09-03
1139,033577,00483,2.0,2018-08-28
1140,033593,00395,1.0,2021-12-02
1141,033663,00395,2.0,2021-04-13
1142,033685,00395,2.0,2020-09-16
1143,033695,00395,2.0,2020-09-16
1144,032150,00520,28.0,2018-08-10
1145,032152,00520,23.0,2018-08-10
1146,032154,00520,2.0,2018-08-10
1147,032156,01652,11.0,2018-07-20
1148,033765,00395,12.0,2018-11-13
1149,033785,00395,2.0,2023-07-20
1150,033787,00395,2.0,2021-12-02
1151,032208,01652,6.0,2018-10-10
1152,032222,01652,1.0,2018-10-16
1153,032236,01652,8.0,2018-10-10
1154,033865,00483,1.0,2019-08-03
1155,033889,01652,1.0,2018-09-05
1156,032286,01652,2.0,2018-10-16
1157,032290,01652,3.0,2019-01-16
1158,032294,01652,1.0,2018-08-18
1159,032316,01652,6.0,2018-10-16
1160,032318,01652,2.0,2018-11-09
1161,032322,01652,1.0,2019-01-24
1162,033903,01652,1.0,2018-09-05
1163,033909,01652,1.0,2018-09-05
1164,033923,00124,2.0,2018-11-06
1165,032344,01652,3.0,2018-10-02
1166,032364,01652,1.0,2019-04-26
1167,033959,01652,1.0,2018-09-05
1168,033979,01652,3.0,2018-10-16
1169,033987,01652,3.0,2018-09-05
1170,034013,00451,7.0,2019-01-29
1171,032388,00616,1.0,2019-03-27
1172,032390,00616,1.0,2019-11-25
1173,034027,00451,3.0,2023-04-10
1174,032418,00616,1.0,2019-05-27
1175,032428,01652,1.0,2024-02-23
1177,032464,00616,1.0,2019-08-29
1178,032476,00616,1.0,2021-01-12
1179,032478,00616,1.0,2022-11-29
1180,032512,00395,4.0,2018-11-13
1181,034227,00440,3.0,2018-09-14
1182,034229,00440,2.0,2018-10-15
1183,034241,00440,3.0,2018-09-14
1184,034323,00440,2.0,2018-09-14
1185,034339,00440,2.0,2023-10-25
1186,032582,01652,2.0,2018-10-16
1187,032620,01652,1.0,2018-10-10
1189,032712,00124,3.0,2018-07-27
1190,032718,01652,1.0,2018-11-06
1191,032720,01652,1.0,2020-01-04
1192,034587,00360,1.0,2021-07-26
1193,034609,00124,2.0,2018-08-17
1194,032834,01652,1.0,2018-10-30
1195,032846,00482,2.0,2019-01-11
1196,032850,00436,1.0,2022-08-26
1197,034647,00470,2.0,2019-06-12
1198,034655,00440,3.0,2018-09-14
1199,032884,00482,4.0,2019-06-10
1200,034675,02366,2.0,2019-08-01
1201,034679,00440,1.0,2018-09-14
1202,034681,02366,1.0,2020-05-11
1203,034687,00261,3.0,2018-08-21
1204,034699,02366,1.0,2019-08-01
1205,032910,01652,1.0,2019-02-06
1206,032938,00481,1.0,2018-09-11
1207,032940,01652,2.0,2022-03-30
1208,032950,01652,1.0,2018-09-29
1209,032960,00481,2.0,2018-08-29
1210,032974,00481,1.0,2018-08-01
1211,034767,02366,1.0,2019-01-04
1212,034771,02366,3.0,2018-10-18
1213,033012,01652,1.0,2019-02-06
1214,034825,01652,2.0,2018-10-16
1215,034907,00171,2.0,2018-08-29
1216,034909,00171,5.0,2018-08-29
1217,033080,01652,2.0,2018-08-16
1218,033098,01652,2.0,2018-12-07
1219,033100,01652,1.0,2022-01-13
1220,033108,00395,1.0,2018-11-13
1221,033174,00395,10.0,2019-01-21
1222,033224,00124,1.0,2018-08-08
1223,035161,00323,3.0,2018-12-14
1224,033296,01652,5.0,2024-05-18
1225,035195,00440,1.0,2020-10-23
1226,033358,00124,1.0,2018-08-17
1227,033464,00395,4.0,2021-12-02
1228,035403,01652,4.0,2018-09-20
1229,035405,01652,2.0,2018-11-09
1230,035475,01652,4.0,2018-10-18
1231,033522,00395,4.0,2021-04-12
1232,033598,00395,4.0,2019-06-14
1233,033618,00395,2.0,2021-04-13
1234,033630,00395,8.0,2021-04-12
1235,033650,00395,2.0,2018-09-03
1236,033656,00395,4.0,2018-09-03
1237,035629,01652,5.0,2021-07-08
1238,033698,00444,4.0,2018-10-16
1239,035721,00444,4.0,2019-01-21
1240,035727,01652,1.0,2018-10-18
1241,035733,00463,2.0,2019-07-23
1242,033724,00482,1.0,2018-11-20
1243,035753,01652,1.0,2019-01-24
1244,035755,01652,2.0,2019-01-24
1245,035759,01652,1.0,2019-03-14
1246,035761,01652,3.0,2018-10-16
1247,035763,00002,2.0,2019-09-26
1248,035785,00419,1.0,2023-10-20
1249,033772,00395,4.0,2019-06-14
1250,033786,00395,4.0,2020-09-16
1251,035795,00422,1.0,2019-05-08
1252,035799,00422,1.0,2018-10-19
1253,035801,00419,8.0,2019-01-24
1254,035803,00419,6.0,2019-02-28
1255,035805,00419,1.0,2023-10-20
1256,035811,00422,1.0,2019-01-04
1257,035815,00422,1.0,2019-05-08
1258,035817,00422,1.0,2019-01-04
1259,035845,00002,2.0,2024-05-30
1260,033854,01652,1.0,2018-09-05
1261,033870,00360,1.0,2018-10-03
1262,035881,00256,2.0,2024-07-13
1263,035895,00256,1.0,2018-09-26
1264,035897,00256,4.0,2023-10-02
1265,035905,00193,1.0,2018-10-22
1266,035907,00002,4.0,2022-02-01
1267,033878,01652,1.0,2018-10-30
1268,033906,01652,1.0,2018-09-05
1269,033920,01652,3.0,2018-08-17
1270,035999,01059,1.0,2019-11-07
1271,034016,00451,2.0,2020-05-14
1272,034054,01652,1.0,2018-11-07
1273,034070,01652,1.0,2019-08-29
1274,034076,00451,3.0,2019-01-29
1275,036145,01652,1.0,2021-01-07
1276,036171,00265,4.0,2019-06-19
1277,036173,00265,2.0,2022-10-21
1278,036181,00338,5.0,2018-10-18
1279,036183,00338,9.0,2019-02-07
1280,036185,00338,12.0,2018-10-18
1281,034088,00451,4.0,2018-12-03
1282,034090,00451,1.0,2019-01-29
1284,036217,00484,6.0,2018-11-23
1285,036289,00484,4.0,2018-11-23
1286,036295,00261,1.0,2018-10-01
1287,034186,00440,1.0,2018-10-15
1288,034198,01652,1.0,2018-09-05
1289,036335,00265,1.0,2018-09-12
1290,034222,00440,1.0,2018-09-14
1291,034238,00124,2.0,2018-11-06
1292,036385,00265,1.0,2023-02-23
1293,036397,01059,2.0,2023-12-26
1294,036407,01059,2.0,2018-12-26
1295,034254,00440,1.0,2018-09-14
1296,034272,00278,2.0,2019-03-12
1297,036491,01652,2.0,2021-07-23
1298,036535,01059,1.0,2020-12-17
1299,034402,00440,2.0,2018-09-14
1300,034440,00895,1.0,2018-12-27
1301,034442,00895,1.0,2018-10-11
1302,034474,00397,19.0,2018-09-14
1303,036589,01059,2.0,2023-12-26
1304,036681,00198,6.0,2023-02-15
1305,036717,00198,8.0,2021-07-06
1306,036723,00198,6.0,2021-08-13
1307,036733,00198,1.0,2018-12-05
1308,036747,00261,1.0,2018-10-01
1309,036749,00198,1.0,2018-12-05
1310,036757,00198,3.0,2019-08-12
1311,036765,00198,5.0,2021-08-13
1312,036789,00573,3.0,2019-11-01
1313,034590,00360,1.0,2019-08-16
1314,034600,00360,1.0,2019-08-16
1315,036853,01059,2.0,2019-05-28
1316,036855,01059,1.0,2022-12-01
1317,036869,00198,9.0,2019-04-27
1318,036877,00198,3.0,2019-09-19
1319,036883,00198,5.0,2019-04-27
1320,036891,00198,3.0,2019-08-12
1321,034680,02366,1.0,2020-02-07
1322,034688,02366,1.0,2019-06-05
1323,034690,00440,1.0,2018-09-14
1324,034698,02366,1.0,2019-01-04
1325,034702,02366,1.0,2019-08-01
1326,036921,00198,5.0,2020-09-24
1327,036925,00338,1.0,2020-07-08
1328,036937,00198,8.0,2019-08-12
1329,036945,00198,8.0,2021-02-26
1330,034726,02366,1.0,2019-11-05
1331,034740,00261,1.0,2018-10-01
1332,036953,00198,2.0,2019-08-12
1333,036955,00198,14.0,2019-04-27
1334,036959,01059,2.0,2023-12-26
1335,036979,00198,7.0,2021-02-26
1336,036993,00198,1.0,2019-04-27
1337,037017,01652,1.0,2019-08-02
1338,034760,02366,2.0,2019-11-05
1339,034766,02366,1.0,2018-10-18
1340,034770,02366,1.0,2020-10-01
1341,034772,02366,1.0,2019-01-04
1342,034774,02366,1.0,2023-04-17
1343,034786,02366,1.0,2018-10-18
1344,034824,00440,3.0,2018-09-14
1345,034846,00440,3.0,2018-09-14
1346,034856,01652,3.0,2018-10-16
1347,037079,01059,1.0,2019-03-13
1348,037095,00427,1.0,2019-03-08
1349,037107,00427,4.0,2018-10-15
1350,037109,00427,5.0,2018-10-15
1351,037143,00427,2.0,2019-06-24
1352,037145,00427,1.0,2018-10-05
1354,037153,01652,1.0,2019-04-24
1355,037159,01652,1.0,2019-10-29
1356,037165,01652,5.0,2020-02-18
1357,037167,00338,8.0,2019-02-04
1358,037169,01652,1.0,2020-05-18
1359,037179,00338,6.0,2019-08-09
1360,037181,00338,2.0,2020-11-20
1361,037191,00338,1.0,2021-02-01
1362,037197,00338,4.0,2019-08-09
1363,037227,00338,2.0,2019-08-09
1364,037233,01652,1.0,2023-05-12
1365,037235,01652,1.0,2023-05-12
1366,037257,00338,4.0,2018-10-18
1367,037267,00338,2.0,2019-01-08
1368,037273,00338,2.0,2019-08-09
1369,037283,01652,1.0,2018-10-05
1370,037287,01652,1.0,2020-10-29
1371,037289,01059,2.0,2023-12-26
1372,037291,01652,3.0,2018-10-05
1373,037299,01652,1.0,2020-10-29
1374,037305,01652,1.0,2018-10-05
1375,037315,01652,1.0,2018-10-05
1376,037321,01652,1.0,2018-10-05
1377,037331,01652,1.0,2018-10-05
1378,037347,01652,2.0,2018-10-05
1379,037349,01652,1.0,2019-04-22
1380,037361,01652,1.0,2018-10-05
1381,037363,01652,1.0,2018-10-05
1382,037375,00338,2.0,2018-11-14
1383,037385,00470,1.0,2020-10-29
1384,037395,00470,1.0,2019-02-14
1385,037405,00338,1.0,2022-06-10
1386,037407,00338,2.0,2018-10-18
1387,037417,00338,12.0,2019-01-08
1388,037421,01059,2.0,2019-08-13
1389,037487,01652,70.0,2018-10-02
1390,035202,00256,2.0,2018-09-06
1392,037493,00338,1.0,2018-10-18
1393,037513,00338,2.0,2018-12-04
1394,037537,00002,2.0,2022-03-21
1395,035288,00256,1.0,2020-08-25
1396,037575,00124,5.0,2019-06-08
1397,037645,00481,2.0,2020-01-31
1398,037687,01059,2.0,2018-12-26
1399,035348,00440,1.0,2019-08-27
1400,037725,00261,1.0,2023-07-28
1401,037745,00338,4.0,2018-10-18
1402,037835,00470,1.0,2020-09-12
1403,037843,00338,4.0,2018-10-18
1404,035456,01652,4.0,2024-05-18
1405,037865,00470,1.0,2020-08-31
1406,035560,00261,7.0,2018-10-01
1407,037967,00338,1.0,2020-09-30
1408,035578,00990,2.0,2021-01-20
1409,035588,00253,8.0,2018-09-21
1410,035590,01652,3.0,2019-06-24
1412,038029,00254,1.0,2020-06-03
1413,038069,00470,1.0,2020-02-12
1414,038073,00470,1.0,2021-08-12
1416,038087,00395,3.0,2018-11-13
1417,035626,00470,1.0,2018-09-11
1418,035672,00444,2.0,2018-10-16
1419,035698,00501,1.0,2018-10-17
1420,038089,00124,1.0,2022-10-24
1421,038105,00124,1.0,2021-08-14
1422,035708,00253,1.0,2018-09-21
1423,035728,01652,6.0,2018-10-16
1424,035730,01652,6.0,2018-10-16
1425,038151,02927,2.0,2021-03-29
1426,038155,02927,2.0,2019-04-22
1427,035768,01652,2.0,2018-10-16
1428,035770,00422,3.0,2019-01-04
1429,035772,00895,1.0,2018-10-11
1430,035782,00193,2.0,2018-10-22
1431,035784,00419,1.0,2023-10-20
1432,038171,02927,2.0,2018-11-09
1433,035806,00419,1.0,2023-10-20
1434,035808,00419,2.0,2023-10-20
1435,035812,00422,2.0,2019-01-04
1436,035824,00002,6.0,2019-05-30
1437,035828,00422,1.0,2021-12-02
1438,038213,02927,4.0,2018-11-09
1439,038215,02927,2.0,2019-09-24
1440,035850,00002,2.0,2019-05-17
1441,035870,00256,2.0,2024-04-12
1442,038321,00395,4.0,2019-01-21
1443,035890,00256,4.0,2024-07-13
1444,038335,02927,4.0,2019-03-11
1445,038337,02927,1.0,2021-02-22
1446,035914,00422,2.0,2019-01-04
1447,035918,00422,1.0,2020-07-16
1448,035920,00422,1.0,2020-07-16
1449,035950,00422,1.0,2019-01-04
1450,035964,00422,1.0,2020-09-29
1451,038443,02927,4.0,2021-02-08
1452,036004,00256,2.0,2019-04-04
1453,038475,02927,6.0,2018-11-09
1454,038499,02927,4.0,2022-07-26
1455,038513,02927,2.0,2021-07-10
1456,038521,02927,4.0,2021-03-29
1457,036090,00230,1.0,2019-01-30
1458,036102,00230,1.0,2020-12-14
1459,036144,00265,1.0,2021-02-05
1460,036146,00230,1.0,2020-12-14
1461,036156,00230,4.0,2023-08-09
1462,036160,00230,2.0,2019-11-08
1463,036174,00338,28.0,2018-10-18
1464,036178,00338,1.0,2019-02-07
1465,036188,00338,10.0,2019-02-07
1466,036356,00265,2.0,2019-08-01
1467,036370,00265,3.0,2019-11-13
1468,038541,00395,1.0,2018-11-13
1469,036396,01059,2.0,2019-12-21
1470,036398,01059,1.0,2020-10-28
1471,036400,01059,1.0,2020-08-04
1472,036402,01059,1.0,2020-10-28
1473,036426,00895,1.0,2018-10-11
1474,036430,01059,2.0,2023-12-26
1475,038567,02927,5.0,2019-03-11
1476,036460,00265,3.0,2019-01-29
1477,036484,01059,2.0,2018-12-26
1478,036510,01059,5.0,2023-06-24
1479,038709,02927,6.0,2018-12-12
1480,038727,02927,2.0,2019-06-03
1481,038735,02927,1.0,2020-11-04
1482,038783,02927,2.0,2021-02-22
1483,038805,00332,1.0,2019-02-14
1484,038813,00332,1.0,2019-10-17
1485,038815,02927,3.0,2021-11-17
1486,038817,02927,2.0,2018-11-19
1487,038819,02927,1.0,2022-10-04
1488,038827,02927,6.0,2018-11-09
1489,038829,02927,2.0,2019-10-19
1490,038835,02927,2.0,2018-11-09
1491,038837,02927,14.0,2019-07-17
1492,038841,02927,2.0,2019-01-31
1493,038843,02927,2.0,2018-11-09
1494,038857,02927,4.0,2018-11-09
1495,038871,02927,2.0,2018-11-09
1496,038877,02927,4.0,2020-10-19
1497,036546,01059,1.0,2019-03-13
1498,038903,02927,4.0,2021-12-29
1499,038915,02927,4.0,2022-06-04
1500,038919,02927,4.0,2019-09-24
1501,038923,02927,6.0,2024-09-11
1502,038941,02927,2.0,2019-03-11
1503,038945,02927,2.0,2023-01-09
1504,038999,02927,1.0,2019-04-22
1505,039029,02927,10.0,2021-03-01
1506,039039,02927,1.0,2022-01-06
1507,039045,02927,4.0,2019-09-24
1508,039051,02927,1.0,2020-10-19
1509,039057,02927,1.0,2019-01-08
1510,039069,02927,1.0,2019-03-11
1511,039101,02927,4.0,2021-01-19
1512,039111,02927,4.0,2019-01-08
1513,039195,00332,1.0,2020-09-22
1514,036632,01059,2.0,2019-02-01
1515,036668,00198,9.0,2022-05-19
1516,039205,00332,1.0,2019-02-14
1517,036686,00198,6.0,2022-05-19
1518,036716,00198,9.0,2019-09-19
1519,036718,00198,20.0,2019-09-19
1520,036740,00198,12.0,2019-08-12
1521,036744,00198,1.0,2018-12-05
1522,039319,00124,2.0,2019-06-08
1523,036768,00261,1.0,2018-10-01
1524,036834,01652,8.0,2018-10-02
1525,039383,02927,2.0,2018-11-09
1526,039385,02927,8.0,2018-11-09
1527,039387,00124,2.0,2022-05-23
1528,039391,02927,2.0,2018-11-09
1529,039403,02927,2.0,2021-02-22
1530,039405,02927,6.0,2019-11-07
1531,036866,00198,1.0,2019-04-27
1532,036868,00198,4.0,2018-12-05
1533,036870,00198,12.0,2019-07-03
1534,036872,00198,43.0,2019-08-12
1535,036874,00198,4.0,2019-10-04
1536,039423,02927,4.0,2019-03-11
1537,039425,02927,4.0,2018-11-09
1538,039429,02927,2.0,2018-11-09
1540,039447,02927,4.0,2020-05-28
1541,039463,02927,2.0,2019-07-17
1542,039465,02927,2.0,2018-11-09
1543,036880,00198,1.0,2018-12-05
1544,039469,02927,6.0,2019-01-31
1545,039471,02927,4.0,2018-11-09
1546,036884,00198,5.0,2019-07-03
1547,039475,02927,2.0,2018-11-09
1548,036886,00198,4.0,2024-07-12
1549,039477,02927,6.0,2018-11-09
1550,039479,02927,2.0,2018-11-09
1551,039481,02927,6.0,2021-11-17
1552,036900,00198,8.0,2019-09-19
1553,036914,00198,1.0,2019-02-01
1554,036926,00198,2.0,2019-03-25
1555,036928,00198,3.0,2019-08-12
1556,039483,02927,2.0,2021-11-17
1557,039489,02927,2.0,2020-10-19
1558,039491,02927,6.0,2019-06-03
1559,039511,02927,2.0,2020-10-19
1560,039517,02927,6.0,2021-11-17
1561,036938,00198,4.0,2019-09-19
1562,039537,02927,2.0,2020-06-26
1563,039539,02927,4.0,2018-11-09
1565,039565,02927,4.0,2019-07-17
1566,039569,02927,2.0,2018-11-09
1567,036986,00198,9.0,2019-09-19
1568,036988,00198,12.0,2019-07-03
1569,037016,01652,1.0,2019-08-02
1570,039599,02927,2.0,2018-11-09
1571,039609,02927,4.0,2024-01-05
1572,039611,02927,6.0,2019-11-07
1573,039615,02927,6.0,2021-02-08
1574,039619,02927,4.0,2021-01-19
1575,039625,02927,1.0,2023-06-19
1576,039635,02927,4.0,2018-11-09
1578,039645,02927,6.0,2021-02-22
1579,039647,01652,6.0,2019-09-12
1580,039655,02927,8.0,2018-11-09
