,codpro,codfor,estoque,min_dt_estoque
0,000093,00385,21.0,2013-05-22
1,000153,00265,2.0,2013-04-19
2,000279,00124,1.0,2013-03-07
3,000368,00265,1.0,2013-03-12
4,000432,00150,7.0,2013-08-14
5,000442,00124,4.0,2013-03-14
6,000445,00124,3.0,2013-03-11
7,000450,00124,2.0,2013-03-11
8,000465,00124,3.0,2013-03-07
9,000484,00124,1.0,2013-03-07
10,000569,00124,2.0,2013-03-14
11,000576,00124,1.0,2013-03-07
12,000584,00261,18.0,2013-03-07
13,000601,00230,3.0,2013-03-12
14,000638,00124,4.0,2013-04-18
15,000688,00124,2.0,2013-03-07
16,000711,00124,3.0,2013-03-19
17,000816,00124,1.0,2013-03-08
18,001767,00076,1.0,2013-03-07
19,000945,00520,6.0,2013-03-07
20,000967,00124,1.0,2013-03-07
21,000990,00002,1.0,2013-03-15
22,001138,00123,15.0,2013-03-25
23,001143,00123,7.0,2013-03-07
24,001163,00123,6.0,2013-03-26
25,001221,00123,9.0,2013-03-08
26,001916,00602,1.0,2013-03-07
27,001300,00265,2.0,2013-03-07
28,001481,00076,2.0,2013-03-25
29,001675,00278,1.0,2013-03-07
30,001726,00278,2.0,2013-03-07
31,001765,00076,19.0,2013-03-22
32,001830,00385,26.0,2013-03-08
33,001870,00124,1.0,2013-04-23
34,001879,00265,6.0,2013-03-07
35,002021,00150,3.0,2013-03-19
36,002023,00385,1.0,2013-03-08
37,002071,00515,1.0,2013-03-07
38,002167,00385,20.0,2013-03-08
39,002246,00124,2.0,2013-03-07
40,002300,00124,1.0,2013-03-13
41,002400,00123,5.0,2014-03-27
42,002403,00123,14.0,2013-03-07
43,003920,00135,40.0,2013-07-09
44,002694,00520,13.0,2013-03-07
45,002726,00230,17.0,2013-03-07
46,002728,00230,3.0,2013-03-07
47,002876,00385,7.0,2013-03-07
48,002883,00278,1.0,2013-03-07
49,002909,00385,3.0,2013-03-07
50,002922,00385,21.0,2013-03-07
51,002940,00385,14.0,2013-03-08
52,002948,00385,10.0,2013-03-07
53,002951,00385,9.0,2013-03-08
54,002958,00385,22.0,2013-03-07
55,002991,00385,56.0,2013-03-07
56,002997,00385,1.0,2013-03-11
57,003160,00171,8.0,2013-04-01
58,003163,00124,1.0,2013-09-11
59,003224,00261,1.0,2013-03-07
60,003374,00171,12.0,2013-04-24
61,003412,00124,3.0,2013-04-29
62,003416,00278,1.0,2013-03-25
63,003427,00124,2.0,2013-03-20
64,003738,00124,3.0,2013-03-20
65,003748,00124,1.0,2013-03-14
66,003751,00124,2.0,2013-03-07
67,003753,00124,3.0,2014-04-04
68,003761,00124,1.0,2014-06-24
69,003765,00124,3.0,2013-03-18
70,003808,00124,1.0,2013-03-07
71,004004,00124,2.0,2013-03-07
72,004032,00589,10.0,2013-03-07
73,004044,00124,1.0,2013-03-07
74,004063,00589,2.0,2013-03-07
75,004176,00385,2.0,2013-04-12
76,004223,00124,2.0,2013-03-07
77,004512,00265,3.0,2013-03-13
78,004571,00278,1.0,2013-03-07
79,004661,00265,1.0,2013-03-07
80,004687,00261,4.0,2013-05-21
81,004762,00616,1.0,2013-03-07
82,005115,00261,1.0,2013-03-12
83,005190,00076,1.0,2013-03-07
84,005314,00124,2.0,2013-04-09
85,005448,00589,39.0,2013-03-07
86,005517,00124,6.0,2013-04-06
87,005709,00124,2.0,2013-07-08
88,005807,00124,2.0,2013-03-07
89,000065,00230,5.0,2013-03-07
90,000067,00230,5.0,2013-04-12
91,000071,00230,2.0,2013-03-07
92,000078,00002,3.0,2013-03-07
93,000137,00124,2.0,2013-03-25
94,000139,00124,1.0,2013-03-07
95,000198,00124,1.0,2013-03-07
96,000201,00002,1.0,2013-03-07
97,000332,00265,3.0,2013-03-11
98,000369,00265,1.0,2013-03-07
99,000433,00124,3.0,2013-03-07
100,000446,00124,1.0,2013-03-07
101,000449,00124,1.0,2013-03-07
102,000452,00124,1.0,2013-03-07
103,000456,00124,13.0,2013-04-15
104,000464,00124,3.0,2013-04-23
105,000551,00124,1.0,2013-03-07
106,000575,00124,4.0,2013-03-07
107,000604,00150,2.0,2013-03-11
108,000606,00150,2.0,2013-03-12
109,000647,00265,6.0,2013-03-13
110,000669,00385,6.0,2013-03-08
111,000687,00124,1.0,2013-03-14
112,000712,00124,2.0,2013-03-14
113,000767,00230,1.0,2013-03-12
114,000808,00124,2.0,2013-04-01
115,001126,00123,27.0,2013-06-07
116,001140,00123,10.0,2013-04-16
117,008608,00385,5.0,2013-03-08
118,001220,00123,21.0,2013-03-07
119,001222,00123,24.0,2013-03-07
120,001232,00123,8.0,2013-03-12
121,001343,00230,4.0,2013-03-12
122,001349,00261,3.0,2013-03-19
123,001399,00002,1.0,2013-03-07
124,001474,00124,2.0,2013-03-20
125,001634,00290,1.0,2013-03-08
126,001654,00261,1.0,2013-03-25
127,001732,00278,1.0,2013-03-18
128,001755,00278,2.0,2013-03-13
129,001768,00076,3.0,2013-04-12
130,001802,00230,7.0,2013-03-07
131,001829,00261,2.0,2013-03-19
132,001831,00261,3.0,2013-03-07
133,001863,00124,1.0,2013-03-07
134,001878,00265,3.0,2013-03-26
135,001884,00278,2.0,2013-03-07
136,002000,00261,2.0,2018-04-27
137,002166,00385,11.0,2013-03-07
138,002207,00254,6.0,2018-11-08
139,002260,00124,2.0,2013-03-07
140,002402,00123,13.0,2013-03-07
141,002419,00589,10.0,2013-04-15
142,002517,00230,8.0,2013-03-08
143,002877,03049,2.0,2013-03-07
144,002912,00385,8.0,2013-03-07
145,002926,00385,12.0,2013-03-07
146,002929,00385,6.0,2013-03-13
147,002955,00385,45.0,2013-03-08
148,002975,00385,2.0,2013-03-07
149,002979,00385,30.0,2013-03-20
150,002988,00385,52.0,2013-03-07
151,003153,00171,9.0,2013-03-07
152,003351,00171,9.0,2013-03-08
153,003378,00124,1.0,2013-09-23
154,003386,00076,2.0,2013-04-12
155,003428,00124,1.0,2013-03-28
156,003448,00385,14.0,2013-03-08
157,003711,00124,1.0,2013-04-26
158,003739,00124,2.0,2013-03-07
159,003752,00124,5.0,2013-03-25
160,003756,00124,3.0,2013-03-07
161,003762,00124,4.0,2013-06-07
162,003764,00124,1.0,2013-04-23
163,003770,00124,1.0,2013-03-07
164,003794,00124,2.0,2013-03-14
165,003807,00124,3.0,2013-04-29
166,003812,00124,2.0,2013-03-07
167,003838,03049,2.0,2013-03-07
168,003851,00124,1.0,2013-03-07
169,004024,00589,30.0,2013-03-07
170,004033,00589,15.0,2013-04-15
171,004228,00124,1.0,2013-03-27
172,004266,00261,3.0,2018-05-17
173,004437,00261,1.0,2013-03-07
174,004492,00076,1.0,2013-04-12
175,004707,00616,2.0,2013-03-07
176,004808,00434,3.0,2019-03-27
177,004929,00254,5.0,2013-03-15
178,004990,03049,1.0,2013-03-07
179,005158,00150,3.0,2013-03-22
180,005218,00124,1.0,2013-03-07
181,005243,00124,3.0,2013-07-01
182,005381,00278,2.0,2013-03-07
183,005497,00124,1.0,2013-03-07
184,005507,00124,1.0,2013-03-07
185,005523,00124,1.0,2014-08-13
186,005756,00124,1.0,2013-03-07
187,005803,00124,5.0,2016-02-15
188,005819,00124,4.0,2013-03-14
189,005842,00261,2.0,2013-03-07
190,005850,00124,2.0,2013-03-07
191,006081,00124,11.0,2013-03-07
192,006189,00265,4.0,2013-03-07
193,006242,00261,2.0,2013-05-20
194,006467,03049,1.0,2013-03-07
195,006580,00261,2.0,2013-03-19
196,006589,03049,2.0,2013-03-08
197,006627,00265,20.0,2013-03-11
198,007138,00124,2.0,2013-03-07
199,007162,00256,2.0,2013-05-15
200,007369,00261,4.0,2013-03-07
201,007425,00124,2.0,2013-05-22
202,007489,00261,1.0,2013-03-19
203,007511,00076,1.0,2013-07-26
204,007575,00124,3.0,2013-03-08
205,007594,00254,2.0,2020-09-25
206,007667,00515,2.0,2013-03-15
207,007696,00124,3.0,2013-04-23
208,007809,00124,1.0,2013-03-07
209,007851,00124,1.0,2013-04-01
210,007943,00895,2.0,2013-03-19
211,005846,00124,1.0,2013-04-24
212,005860,00265,1.0,2013-03-07
213,005890,00616,3.0,2014-11-20
214,008153,00254,5.0,2013-03-07
215,008170,00612,3.0,2013-03-07
216,008174,00612,3.0,2013-03-13
217,008178,00612,2.0,2013-03-07
218,006478,00385,5.0,2013-03-07
219,006620,00261,3.0,2013-03-07
220,006653,00261,1.0,2013-03-07
221,008416,00222,1.0,2021-01-29
222,008507,00385,18.0,2013-03-07
223,008541,03049,2.0,2013-03-19
224,008567,00230,10.0,2013-03-12
225,008569,00385,50.0,2013-03-08
226,008571,00385,39.0,2013-03-08
227,008573,00385,2.0,2013-03-07
228,008578,00261,1.0,2014-05-13
229,008594,03049,4.0,2013-03-09
230,007117,00254,3.0,2013-05-17
231,008637,00230,10.0,2013-03-12
232,008786,00076,1.0,2013-03-07
233,008803,00124,2.0,2013-03-07
234,008827,00002,3.0,2013-09-03
235,007486,00076,5.0,2013-04-11
236,007551,00124,2.0,2013-03-07
237,007601,00265,1.0,2013-03-07
238,008988,00261,2.0,2013-03-11
239,007740,00124,1.0,2013-03-22
240,007742,00124,2.0,2014-06-24
241,009006,00265,3.0,2013-03-07
242,009011,00265,1.0,2013-03-07
243,009016,00520,80.0,2013-03-07
244,009285,03049,1.0,2013-03-07
245,009304,00724,2.0,2013-03-07
246,009312,00198,1.0,2013-03-07
247,007835,00261,2.0,2013-03-22
248,009353,00198,3.0,2013-03-08
249,009401,00124,2.0,2013-05-08
250,009423,00198,2.0,2013-03-07
251,009425,00198,6.0,2013-03-12
252,009439,00230,20.0,2013-03-12
253,009441,00198,1.0,2013-03-07
254,008036,00265,2.0,2013-03-07
255,009454,01059,2.0,2013-03-07
256,009466,00198,6.0,2013-06-27
257,009482,00198,1.0,2013-06-05
258,009499,00198,2.0,2013-08-06
259,009516,00124,2.0,2013-04-18
260,009533,00198,6.0,2013-07-12
261,009537,00198,4.0,2013-03-14
262,009540,00198,7.0,2013-03-07
263,009548,00261,1.0,2013-03-07
264,009624,00198,5.0,2013-05-21
265,009632,00198,2.0,2013-07-29
266,009638,00198,4.0,2013-05-02
267,008433,00847,50.0,2013-04-09
268,008460,00385,55.0,2013-03-08
269,009679,00076,2.0,2013-03-07
270,009695,00589,15.0,2013-03-07
271,008515,00261,1.0,2018-05-17
272,008517,03049,3.0,2013-04-04
273,008543,00385,9.0,2013-03-07
274,008574,00385,8.0,2013-05-06
275,009804,00198,1.0,2013-03-07
276,008606,00265,1.0,2014-04-01
277,008627,00385,8.0,2013-03-07
278,008630,00230,1.0,2013-03-07
279,009826,00198,2.0,2013-03-07
280,009876,00198,3.0,2013-03-22
281,009880,00265,2.0,2013-03-07
282,009888,00198,10.0,2013-03-07
283,009906,00198,2.0,2013-03-23
284,008789,00076,1.0,2013-04-12
285,008814,00254,1.0,2013-04-09
286,009922,00198,1.0,2013-09-11
287,009948,00589,10.0,2013-03-20
288,009958,00261,3.0,2013-03-19
289,008887,00520,3.0,2013-07-01
290,010040,00198,1.0,2013-10-29
291,010051,00193,1.0,2013-03-07
292,009027,00124,25.0,2013-12-10
293,010077,00285,2.0,2013-03-07
294,010136,00076,2.0,2013-06-11
295,009339,00198,6.0,2013-03-07
296,009343,00198,21.0,2013-03-07
297,009349,00198,3.0,2013-03-14
298,009412,00198,6.0,2013-03-07
299,009424,00230,10.0,2013-03-11
300,009456,00198,12.0,2014-01-31
301,009490,00198,1.0,2013-06-05
302,009500,00198,38.0,2013-03-07
303,009515,00124,1.0,2013-03-07
304,009570,00198,5.0,2013-05-21
305,009605,00198,1.0,2013-04-02
306,009621,00124,69.0,2013-03-07
307,009645,00124,1.0,2015-06-16
308,009684,00572,2.0,2019-02-04
309,009694,00256,53.0,2013-05-04
310,009753,00198,19.0,2013-03-19
311,009818,00572,1.0,2013-03-07
312,009827,00198,1.0,2013-03-07
313,009831,00198,4.0,2013-10-01
314,009889,00198,11.0,2013-04-24
315,009893,00198,29.0,2013-03-25
316,009972,00198,4.0,2013-03-07
317,009994,00198,3.0,2013-03-07
318,009997,00198,2.0,2013-03-07
319,010014,00198,4.0,2013-03-12
320,010318,00230,10.0,2013-03-07
321,010425,00385,5.0,2013-03-19
322,010504,00124,3.0,2014-10-29
323,010689,00261,2.0,2013-03-07
324,010864,00285,2.0,2013-03-07
325,010866,00269,3.0,2013-03-13
326,011044,00171,1.0,2013-03-07
327,011185,00265,3.0,2013-03-22
328,011332,00193,6.0,2013-03-26
329,011408,00187,5.0,2013-03-13
330,011433,00193,3.0,2013-04-05
331,011451,00124,1.0,2013-04-11
332,010777,00261,3.0,2013-03-07
333,011556,00572,3.0,2018-12-19
334,010828,00180,30.0,2013-05-24
335,011656,00254,47.0,2013-04-09
336,011693,00572,9.0,2018-12-19
337,011016,00147,9.0,2013-03-14
338,011188,00547,1.0,2024-07-16
339,011089,00180,50.0,2013-06-25
340,011131,00261,3.0,2013-03-07
341,011915,00110,6.0,2013-03-07
342,011973,00193,5.0,2013-03-07
343,011194,00572,5.0,2019-02-04
344,012026,00572,10.0,2018-12-19
345,012080,00182,1.0,2022-03-10
346,011355,00572,4.0,2018-12-18
347,012257,00193,3.0,2013-03-07
348,011547,00198,13.0,2013-03-07
349,012407,00572,2.0,2019-02-04
350,011675,00193,3.0,2013-03-08
351,011709,00572,1.0,2020-09-22
352,011740,00193,3.0,2013-03-07
353,011877,00265,2.0,2013-03-07
354,011962,00515,3.0,2013-03-25
355,011964,00265,1.0,2013-07-01
356,011976,00261,3.0,2013-07-05
357,012012,00193,2.0,2013-03-07
358,012114,00572,1.0,2018-12-19
359,012572,00895,6.0,2015-06-26
360,012600,00895,3.0,2014-07-07
361,012610,00602,1.0,2013-03-08
362,012216,00193,4.0,2013-03-14
363,012672,00124,1.0,2013-03-07
364,012355,00193,6.0,2013-04-08
365,012912,04469,6.0,2013-03-07
366,012459,00002,6.0,2013-03-07
367,012505,04469,1.0,2013-03-07
368,013416,00269,1.0,2013-04-23
369,012599,00895,1.0,2013-03-07
370,012635,00612,6.0,2013-03-07
371,013872,00150,5.0,2013-03-07
372,014022,00198,12.0,2013-03-07
373,013107,00095,1.0,2013-03-13
374,013375,00527,1.0,2013-03-07
375,014363,00265,4.0,2013-03-13
376,013387,00124,1.0,2013-03-07
377,013389,00265,1.0,2018-06-13
378,013423,00123,17.0,2013-03-07
379,013491,00589,10.0,2013-03-07
380,014549,00242,9.0,2013-03-18
381,014553,00242,6.0,2013-05-29
382,014555,00242,2.0,2013-03-07
383,014577,00244,1.0,2013-07-31
384,014097,00002,1.0,2013-08-07
385,014143,00124,2.0,2018-10-06
386,014805,00274,20.0,2013-03-07
387,014873,00253,4.0,2013-03-07
388,014428,00124,2.0,2013-03-07
389,015043,00253,3.0,2015-04-25
390,015199,00123,12.0,2013-03-07
391,015205,00123,15.0,2013-03-07
392,015207,00123,7.0,2013-10-03
393,015211,00123,5.0,2013-03-07
394,015281,00265,2.0,2013-04-24
395,015293,00002,2.0,2013-08-29
396,015299,00385,40.0,2013-03-07
397,015301,00385,16.0,2015-08-19
398,015307,00385,6.0,2013-03-21
399,015309,00385,4.0,2013-03-07
400,015353,00278,1.0,2013-03-14
401,015369,00265,1.0,2013-03-07
402,015377,00265,2.0,2013-03-18
403,015379,00265,1.0,2013-03-07
404,015401,00338,2.0,2013-05-16
405,015403,00338,2.0,2013-03-25
406,015425,00310,1.0,2013-03-07
407,015461,00124,1.0,2013-03-07
408,015489,00265,1.0,2013-03-12
409,015499,00124,2.0,2013-03-07
410,015535,00076,2.0,2013-03-14
411,015633,00434,1.0,2013-06-28
412,015673,00253,4.0,2013-03-07
413,015687,00123,8.0,2013-03-07
414,015743,00527,4.0,2013-07-30
415,015745,00527,1.0,2013-03-07
416,016015,00527,5.0,2013-03-09
417,015835,00527,3.0,2013-04-03
418,015883,00527,1.0,2013-03-07
419,015929,00527,1.0,2013-03-08
420,015939,00265,1.0,2013-03-07
421,015973,00527,1.0,2013-03-07
422,015955,00527,1.0,2013-03-15
423,016017,00527,1.0,2013-03-08
424,016021,00124,4.0,2013-03-14
425,016055,00527,1.0,2013-03-07
426,016077,00527,2.0,2013-03-08
427,014552,00242,5.0,2013-03-07
428,014558,00242,21.0,2013-05-13
429,014566,00589,3.0,2013-03-27
430,016089,00527,12.0,2014-06-10
431,016097,00527,2.0,2013-03-07
432,016109,00527,1.0,2013-07-01
433,016117,00527,1.0,2015-09-22
434,014668,00253,2.0,2013-03-07
435,016193,00527,2.0,2013-12-04
436,016201,00527,3.0,2013-03-21
437,016225,00527,1.0,2013-03-18
438,016251,00527,1.0,2013-03-18
439,014812,00274,160.0,2013-03-27
440,016331,00002,1.0,2013-07-12
441,016363,00265,1.0,2013-03-07
442,014988,00002,2.0,2014-04-02
443,014998,00612,1.0,2013-03-07
444,015024,04469,3.0,2013-03-19
445,016449,00198,1.0,2013-03-07
446,016451,00198,6.0,2013-03-14
447,016457,00253,5.0,2013-09-18
448,015044,00253,2.0,2015-06-16
449,016517,00527,1.0,2013-06-04
450,016549,00527,2.0,2013-04-05
451,015200,00123,1.0,2014-02-19
452,015204,00123,24.0,2013-09-30
453,015212,00123,5.0,2013-03-23
454,015214,00123,12.0,2013-03-07
455,015224,00230,2.0,2013-03-28
456,015230,00230,4.0,2013-03-14
457,015246,00124,4.0,2016-05-19
458,015274,00895,3.0,2013-03-07
459,015298,00385,21.0,2015-02-10
460,015300,00385,24.0,2013-03-07
461,015306,00385,8.0,2013-03-07
462,015310,00385,12.0,2013-03-08
463,015378,00265,1.0,2013-03-07
464,015456,00124,4.0,2013-03-07
465,015468,00242,19.0,2013-03-18
466,015500,00124,3.0,2013-03-07
467,016557,00198,3.0,2013-04-05
468,016559,00198,3.0,2013-03-07
469,016561,00198,7.0,2013-03-08
470,016575,00198,2.0,2013-06-03
471,015540,00612,1.0,2013-03-07
472,016605,00124,2.0,2013-03-07
473,016689,00527,2.0,2013-03-07
474,016699,01059,1.0,2013-04-09
475,015726,04469,3.0,2013-03-08
476,016717,00269,2.0,2013-03-07
477,015730,00527,1.0,2013-03-07
478,016763,00612,9.0,2013-03-13
479,016811,00076,114.0,2013-03-07
480,016847,00332,4.0,2013-04-12
481,016851,00332,1.0,2013-03-07
482,015846,00527,1.0,2013-03-13
483,016893,00198,1.0,2015-09-24
484,016859,00332,1.0,2013-03-07
485,016869,00332,3.0,2013-03-23
486,016877,00332,1.0,2013-04-12
487,015884,00527,4.0,2013-03-07
488,016949,00616,4.0,2013-04-03
489,015930,00527,1.0,2013-03-07
490,015962,00527,1.0,2013-04-04
491,016999,00573,1.0,2013-03-07
492,017001,00332,1.0,2013-06-28
493,017005,00332,2.0,2013-03-07
494,017017,00193,2.0,2013-03-07
495,017021,00193,1.0,2013-10-17
496,015990,00527,6.0,2013-03-21
497,017037,00527,1.0,2013-03-22
498,017049,00527,5.0,2013-10-18
499,016028,00527,2.0,2013-03-07
500,016034,00527,3.0,2013-03-11
501,017073,00002,4.0,2013-03-07
502,017075,00002,1.0,2013-03-07
503,017093,00515,3.0,2013-03-07
504,017103,00515,1.0,2013-03-15
505,017123,00124,2.0,2013-04-23
506,017133,00124,2.0,2013-03-07
507,017139,00124,1.0,2013-03-07
508,017163,00990,4.0,2014-04-17
509,017211,00123,12.0,2013-03-07
510,017215,00123,3.0,2013-03-07
511,016160,00198,6.0,2013-03-18
512,016196,00527,6.0,2013-03-12
513,017239,00527,3.0,2013-04-01
514,016210,00527,4.0,2013-03-21
515,017279,00527,1.0,2013-03-07
516,017287,00527,2.0,2013-03-07
517,016246,00269,1.0,2013-03-07
518,016284,00265,1.0,2013-04-19
519,016324,00244,1.0,2014-01-20
520,017377,00285,5.0,2013-05-16
521,017387,00269,1.0,2013-03-14
522,017391,00269,2.0,2013-03-07
523,016336,00527,8.0,2013-07-27
524,017407,00171,4.0,2013-03-07
525,017415,00171,2.0,2013-04-22
526,016378,00171,1.0,2021-01-19
527,017467,00527,6.0,2013-03-07
528,017473,00457,2.0,2013-03-14
529,016398,00527,1.0,2013-03-07
530,017489,00198,1.0,2014-07-23
531,016444,00198,8.0,2013-03-22
532,016446,00198,22.0,2013-03-07
533,016450,00198,2.0,2013-03-07
534,016452,00198,1.0,2013-03-07
535,017539,00612,2.0,2013-03-07
536,016524,00435,1.0,2013-03-07
537,017587,00198,5.0,2014-04-23
538,017589,00198,5.0,2013-03-07
539,017593,00198,7.0,2013-03-18
540,017669,00124,1.0,2013-05-20
541,017697,04469,2.0,2013-04-18
542,017727,00253,1.0,2013-10-03
543,017761,00150,1.0,2013-03-07
544,017779,00198,3.0,2013-03-07
545,017781,00198,1.0,2013-03-07
546,017783,00198,9.0,2013-03-07
547,017785,00198,4.0,2013-03-07
548,017797,00278,1.0,2013-03-07
549,017799,00278,1.0,2013-03-07
550,017815,00002,1.0,2013-03-07
551,016534,00124,1.0,2013-04-23
552,016558,00198,1.0,2013-04-05
553,016560,00198,4.0,2013-03-07
554,016562,00198,6.0,2013-03-07
555,016574,00198,26.0,2013-03-07
556,016576,00198,1.0,2013-06-03
557,016606,00124,2.0,2013-03-07
558,016614,00435,1.0,2013-03-07
559,017955,00616,1.0,2013-03-07
560,017959,00616,1.0,2013-03-07
561,017971,00285,2.0,2013-03-07
562,016684,00242,10.0,2013-03-20
563,016696,00124,1.0,2013-07-29
564,016716,00269,2.0,2013-03-25
565,016754,00527,2.0,2013-05-31
566,016844,00332,3.0,2013-04-12
567,016848,00332,10.0,2013-03-07
568,018109,00520,1.0,2013-03-07
569,018123,00520,1.0,2013-03-07
570,016870,00332,2.0,2013-03-23
571,016890,00198,25.0,2013-03-07
572,016908,00527,1.0,2013-04-26
573,016948,00616,1.0,2013-03-07
574,016976,00527,7.0,2013-05-27
575,016980,00527,2.0,2013-04-18
576,016982,00527,1.0,2013-07-01
577,018199,00198,1.0,2013-03-07
578,018203,00198,1.0,2013-03-07
579,017004,00332,1.0,2013-06-28
580,017010,00332,1.0,2013-04-03
581,017046,00527,1.0,2013-08-10
582,018303,04469,2.0,2013-03-07
583,018323,05055,771.0,2013-03-07
584,017072,00002,1.0,2013-03-07
585,017076,00847,345.0,2013-03-26
586,018339,00353,3.0,2013-03-07
587,018347,00353,3.0,2013-07-03
588,018357,00353,3.0,2013-03-07
589,018363,00353,1.0,2013-03-07
590,018373,00353,12.0,2013-07-03
591,018375,00353,2.0,2013-03-07
592,018397,00353,1.0,2013-03-07
593,017102,00515,3.0,2013-04-08
594,017106,00515,1.0,2013-03-25
595,017110,00961,1.0,2013-03-07
596,017134,00124,1.0,2013-03-18
597,017198,00527,1.0,2013-03-21
598,017176,00990,1.0,2013-03-12
599,018471,00444,1.0,2013-03-07
600,018477,00444,2.0,2013-03-07
601,018489,00990,1.0,2013-03-07
602,017214,00123,5.0,2013-03-07
603,017238,00527,10.0,2013-03-07
604,017280,00527,1.0,2013-03-07
605,017286,00527,1.0,2013-03-15
606,017376,00285,1.0,2014-08-11
607,017388,00269,2.0,2013-03-07
608,017406,00171,2.0,2013-03-11
609,017408,00171,4.0,2013-03-07
610,017414,00171,4.0,2013-03-07
611,017490,00198,1.0,2014-07-23
612,017494,00198,2.0,2013-03-07
613,017530,00278,1.0,2013-03-07
614,017578,00147,4.0,2013-03-20
615,017586,00198,5.0,2013-05-24
616,017588,00198,2.0,2013-06-24
617,017658,01404,1.0,2013-07-22
618,017662,01404,11.0,2013-07-22
619,017666,01404,11.0,2013-07-22
620,017714,00573,2.0,2013-05-16
621,018551,00444,2.0,2013-04-22
622,017778,00198,2.0,2013-03-07
623,017780,00198,1.0,2013-03-07
624,017782,00198,13.0,2013-03-07
625,017784,00198,3.0,2013-03-07
626,017786,00198,4.0,2013-03-07
627,018557,00265,3.0,2013-03-07
628,017860,00990,3.0,2013-03-07
629,018641,00444,1.0,2013-05-09
630,017914,00527,1.0,2013-03-07
631,018667,00124,2.0,2013-03-07
632,017940,00055,3.0,2013-03-07
633,018669,00256,7.0,2018-06-26
634,017950,00616,3.0,2013-03-07
635,017954,00616,2.0,2013-03-07
636,017956,00616,8.0,2013-03-07
637,017960,00616,3.0,2013-03-07
638,018705,00515,2.0,2013-03-15
639,018711,00515,1.0,2013-03-15
640,018727,00515,1.0,2013-03-07
641,018769,00198,7.0,2013-03-07
642,018817,00055,6.0,2013-03-07
643,018126,00265,1.0,2013-03-07
644,018198,00198,2.0,2013-03-07
645,018202,00198,2.0,2013-03-07
646,018206,00198,12.0,2013-03-07
647,018923,00171,5.0,2013-03-07
648,018925,00515,1.0,2013-03-07
649,018226,00269,2.0,2013-03-07
650,018234,00150,3.0,2013-03-18
651,018935,00444,1.0,2013-03-07
652,018947,00444,2.0,2013-03-07
653,018953,00006,3.0,2013-03-07
654,018955,00006,1.0,2013-03-07
655,018260,00124,2.0,2013-03-07
656,018322,00254,2.0,2013-03-07
657,018324,00124,5.0,2013-03-07
658,019001,00055,2.0,2013-03-07
659,018340,00353,1.0,2013-03-07
660,018346,00353,2.0,2013-07-03
661,018366,00353,1.0,2013-03-07
662,018372,00353,1.0,2013-03-07
663,018374,00353,2.0,2013-07-03
664,018456,04469,4.0,2013-03-07
665,018470,00444,6.0,2013-03-14
666,018474,00444,4.0,2013-03-07
667,019115,00230,2.0,2013-03-07
668,018502,00444,6.0,2013-03-07
669,019263,00269,1.0,2013-03-07
670,019261,00269,1.0,2013-03-07
671,019281,00290,2.0,2013-03-07
672,019291,04469,3.0,2013-03-07
673,019301,00360,1.0,2013-03-22
674,019415,04845,2.0,2013-03-19
675,019485,04845,1.0,2013-05-03
676,018562,00444,20.0,2013-03-07
677,018566,00444,2.0,2013-03-27
678,019629,00444,8.0,2013-05-09
679,018698,00515,2.0,2013-03-07
680,018704,00515,1.0,2013-03-07
681,018706,00515,1.0,2013-03-16
682,018720,00515,2.0,2013-03-15
683,018728,00515,11.0,2013-03-15
684,019711,00444,5.0,2013-06-05
685,018738,00515,1.0,2013-03-07
686,018744,00444,1.0,2013-03-07
687,018814,00265,1.0,2013-03-13
688,018820,00055,1.0,2013-03-07
689,018826,00055,2.0,2013-03-07
690,019847,00253,2.0,2013-07-18
691,018902,00123,1.0,2013-03-07
692,018936,00444,1.0,2013-03-07
693,018924,00171,4.0,2013-03-07
694,018950,00444,8.0,2013-03-07
695,018982,00360,1.0,2013-03-07
696,019004,00055,2.0,2013-03-07
697,019969,00198,12.0,2013-08-07
698,019971,00198,10.0,2013-08-07
699,019995,01652,10.0,2014-02-19
700,019118,00230,1.0,2013-03-07
701,020105,00253,1.0,2013-10-03
702,020113,00589,3.0,2013-09-30
703,020135,00076,3.0,2013-09-28
704,020159,00444,1.0,2013-10-04
705,019260,00269,4.0,2013-04-01
706,020203,00360,2.0,2013-12-09
707,020208,00055,4.0,2013-10-21
708,020216,00444,1.0,2013-10-23
709,020218,00444,1.0,2013-10-23
710,019362,00385,11.0,2013-03-08
711,019432,00198,1.0,2013-03-22
712,019472,00515,1.0,2013-04-10
713,020372,00515,2.0,2013-11-14
714,020374,00515,1.0,2013-11-14
715,020376,00265,1.0,2013-12-02
716,020406,00253,1.0,2013-11-26
717,019572,00520,5.0,2013-05-02
718,020484,00253,2.0,2013-12-10
719,020492,00589,4.0,2013-12-13
720,020518,01652,3.0,2013-12-21
721,019704,00444,1.0,2013-06-05
722,019724,00444,6.0,2013-05-29
723,019772,00310,1.0,2013-06-08
724,019790,00193,8.0,2013-06-28
725,019818,00444,6.0,2013-07-02
726,019826,00171,2.0,2013-07-01
727,019848,00253,1.0,2013-07-29
728,020032,00254,5.0,2013-08-17
729,020104,00253,1.0,2013-10-03
730,020108,00253,1.0,2013-10-31
731,020136,00076,4.0,2013-09-28
732,020146,00353,2.0,2013-10-01
733,020558,01652,11.0,2013-12-21
734,020580,00242,2.0,2013-12-26
