,codpro,codfor,estoque,min_dt_estoque
1674,030718,00515,4.0,2018-06-15
1675,032287,01652,2.0,2018-10-16
1676,032291,01652,2.0,2019-01-14
1677,032293,01652,6.0,2018-08-18
1678,032295,01652,2.0,2018-10-30
1679,032307,01652,1.0,2018-07-18
1680,032309,01652,1.0,2018-10-16
1681,032315,01652,1.0,2018-10-16
1682,032317,01652,3.0,2018-07-18
1683,032321,01652,1.0,2018-10-16
1684,030600,00444,1.0,2018-07-02
1685,032361,00616,2.0,2022-05-20
1686,030636,00444,1.0,2018-10-16
1687,030648,00440,3.0,2018-12-06
1688,032389,00616,1.0,2018-10-10
1689,032393,00616,1.0,2020-03-05
1690,032407,01652,2.0,2018-11-09
1691,032409,00616,3.0,2019-03-27
1692,032411,00616,1.0,2019-03-27
1693,032413,00616,4.0,2019-03-27
1694,032429,01652,1.0,2023-05-09
1695,030698,00515,20.0,2018-06-15
1696,032471,00616,2.0,2023-06-21
1697,032475,00616,1.0,2019-03-27
1698,032479,00616,2.0,2018-07-12
1699,030726,00440,1.0,2018-06-30
1700,032507,00419,3.0,2018-08-14
1701,032509,00419,8.0,2019-04-25
1702,032511,00395,2.0,2018-11-13
1703,030784,00444,4.0,2021-02-02
1704,030804,00441,21.0,2018-06-05
1705,030806,00444,4.0,2018-07-25
1706,032537,00395,6.0,2018-11-13
1707,032563,01652,2.0,2019-04-04
1708,030838,00444,1.0,2018-11-06
1709,030844,00444,1.0,2018-10-16
1710,030850,00444,2.0,2019-09-12
1711,030870,00444,1.0,2018-07-02
1712,030922,03049,9.0,2018-10-03
1713,031088,00360,1.0,2018-06-29
1714,030938,03049,2.0,2018-10-03
1715,031004,00441,1.0,2018-05-30
1716,031016,01652,3.0,2018-08-02
1717,031028,00360,1.0,2019-01-24
1718,031042,00230,1.0,2018-06-08
1719,031046,00230,27.0,2018-06-08
1720,031050,00230,9.0,2018-06-08
1721,031094,02778,4.0,2018-06-13
1722,031098,02778,1.0,2018-06-13
1723,031100,02778,1.0,2018-06-13
1724,032571,00481,4.0,2018-08-01
1725,031146,00360,1.0,2021-05-27
1726,032631,01652,1.0,2020-09-26
1727,032635,01652,1.0,2018-10-16
1728,032643,00481,2.0,2018-08-01
1729,031172,00360,2.0,2018-06-29
1730,032693,00481,3.0,2018-08-01
1731,032719,01652,2.0,2019-02-06
1732,032723,01652,1.0,2018-10-24
1733,031250,00397,6.0,2018-09-14
1734,031288,00397,3.0,2021-11-10
1735,032767,00481,1.0,2018-08-29
1736,031302,00589,7.0,2018-10-19
1737,032797,00481,1.0,2018-08-29
1738,032803,00481,1.0,2018-08-29
1739,031334,00589,2.0,2020-09-21
1740,031338,00589,1.0,2019-02-04
1741,031358,00419,4.0,2019-01-24
1743,032811,00482,1.0,2019-02-15
1744,032839,00481,2.0,2020-12-18
1745,032845,00482,1.0,2023-12-20
1746,032847,00482,1.0,2019-01-11
1747,032849,00482,1.0,2018-11-20
1748,031378,00253,2.0,2018-06-23
1749,031384,00253,2.0,2018-07-23
1750,031398,00253,12.0,2018-09-10
1751,032863,00481,3.0,2020-01-31
1752,032869,00482,3.0,2021-03-10
1753,031426,00447,1.0,2018-08-06
1754,031428,00447,1.0,2018-08-06
1755,032909,01652,2.0,2019-03-14
1756,031472,00253,1.0,2018-09-21
1757,032935,00481,1.0,2020-09-16
1758,032943,01652,1.0,2025-01-28
1759,032979,00481,1.0,2018-08-29
1760,032985,00481,1.0,2018-08-29
1761,032995,01652,9.0,2020-03-30
1762,032997,01652,1.0,2019-02-06
1763,033003,01652,2.0,2019-04-29
1764,033013,01652,1.0,2018-10-24
1765,031548,00461,1.0,2018-08-06
1766,033025,01652,1.0,2018-12-26
1767,033027,01652,2.0,2018-10-24
1768,033053,00265,1.0,2018-08-01
1769,033087,00466,1.0,2018-07-27
1770,033089,01652,2.0,2018-09-18
1771,033091,00466,1.0,2020-01-17
1772,033097,01652,1.0,2020-08-25
1773,031572,00124,5.0,2018-06-20
1774,031576,00360,5.0,2019-03-11
1775,031584,00124,2.0,2018-07-04
1776,031588,00360,1.0,2018-10-03
1777,031592,00360,1.0,2018-06-29
1778,031596,00360,2.0,2018-06-29
1779,031606,00124,1.0,2023-11-03
1780,033099,01652,1.0,2018-11-06
1781,033115,00395,6.0,2019-01-21
1782,033131,00395,2.0,2023-10-30
1783,031614,00124,3.0,2018-07-04
1784,031620,01652,4.0,2018-08-11
1785,031646,00124,1.0,2020-09-08
1786,031648,00360,1.0,2021-11-10
1787,033145,01652,4.0,2018-09-18
1788,031664,00253,1.0,2018-10-10
1789,031672,00253,3.0,2018-09-10
1790,031678,00253,2.0,2018-07-23
1791,033243,01652,1.0,2018-10-24
1792,031714,00427,1.0,2018-10-18
1793,031738,00427,1.0,2018-07-27
1794,033263,00990,20.0,2018-08-02
1795,033273,00124,1.0,2018-08-17
1796,033291,01652,16.0,2020-01-06
1797,031774,00427,1.0,2018-07-27
1798,031778,00360,4.0,2019-03-11
1799,031792,00360,4.0,2019-07-25
1800,031798,00520,1.0,2018-10-23
1801,031802,00360,2.0,2018-07-19
1802,031812,00397,1.0,2023-09-27
1803,033349,01652,6.0,2020-10-30
1804,033355,00124,1.0,2018-08-30
1805,033365,01652,4.0,2018-11-08
1806,033373,00124,1.0,2018-08-17
1807,033405,00395,1.0,2020-11-09
1808,031872,00360,1.0,2018-12-04
1809,031876,00433,6.0,2018-06-22
1810,031888,00360,2.0,2019-07-01
1811,031892,00360,1.0,2019-04-25
1812,033423,00395,2.0,2020-09-16
1813,033429,00395,6.0,2018-09-03
1814,033441,00395,6.0,2020-09-16
1815,033445,00395,2.0,2020-07-29
1816,033455,00483,2.0,2018-08-28
1817,031934,00427,4.0,2018-07-27
1818,033457,00483,1.0,2018-10-22
1819,033489,00483,1.0,2018-10-22
1820,031946,00427,2.0,2018-07-27
1821,031958,00427,1.0,2018-07-27
1822,031982,00447,8.0,2018-08-06
1823,033511,00395,19.0,2020-03-02
1824,031986,00447,2.0,2018-10-10
1825,031988,00427,1.0,2018-07-27
1826,031990,00427,5.0,2018-07-27
1827,031994,00520,2.0,2018-10-08
1828,032018,00520,3.0,2018-10-08
1829,033537,00483,1.0,2018-08-28
1830,033539,00483,1.0,2018-10-22
1831,033551,00483,2.0,2020-10-08
1832,033553,00395,4.0,2018-09-03
1833,033567,00395,6.0,2020-12-01
1834,033577,00483,2.0,2018-08-28
1835,032060,00427,5.0,2018-07-27
1836,033589,01652,4.0,2018-12-18
1837,033593,00395,1.0,2021-12-02
1838,033647,00395,6.0,2020-09-16
1839,033651,00395,2.0,2018-11-13
1840,032146,00520,8.0,2018-08-10
1841,033663,00395,2.0,2021-04-13
1842,033685,00395,2.0,2020-09-16
1843,033695,00395,2.0,2020-09-16
1844,033703,00395,2.0,2023-07-20
1845,032150,00520,28.0,2018-08-10
1846,032152,00520,23.0,2018-08-10
1847,032154,00520,2.0,2018-08-10
1848,032156,01652,11.0,2018-07-20
1849,033765,00395,12.0,2018-11-13
1850,033767,00482,1.0,2022-02-11
1851,033769,00395,2.0,2018-11-13
1852,033781,00395,16.0,2018-11-13
1853,033785,00395,2.0,2023-07-20
1854,033787,00395,2.0,2021-12-02
1855,032208,01652,6.0,2018-10-10
1856,032222,01652,1.0,2018-10-16
1857,032236,01652,8.0,2018-10-10
1858,032238,01652,6.0,2018-10-10
1859,033811,00395,6.0,2019-01-21
1860,032272,00360,1.0,2019-03-11
1861,032278,01652,1.0,2018-08-18
1862,032280,01652,3.0,2018-10-17
1863,033861,00360,1.0,2018-10-03
1864,033865,00483,1.0,2019-08-03
1865,033889,01652,1.0,2018-09-05
1866,032286,01652,2.0,2018-10-16
1867,032290,01652,3.0,2019-01-16
1868,032294,01652,1.0,2018-08-18
1869,032316,01652,6.0,2018-10-16
1870,032318,01652,2.0,2018-11-09
1871,032322,01652,1.0,2019-01-24
1872,033903,01652,1.0,2018-09-05
1873,033909,01652,1.0,2018-09-05
1874,033921,01652,2.0,2018-09-05
1875,033923,00124,2.0,2018-11-06
1876,032344,01652,3.0,2018-10-02
1877,032354,02778,3.0,2018-07-11
1878,032364,01652,1.0,2019-04-26
1879,033937,01652,2.0,2018-09-05
1880,033959,01652,1.0,2018-09-05
1881,033977,01652,1.0,2018-09-05
1882,033979,01652,3.0,2018-10-16
1883,033987,01652,3.0,2018-09-05
1884,034011,00451,6.0,2022-06-13
1885,034013,00451,7.0,2019-01-29
1886,032388,00616,1.0,2019-03-27
1887,032390,00616,1.0,2019-11-25
1888,032396,01652,1.0,2019-05-23
1889,032406,01652,2.0,2019-02-15
1890,034027,00451,3.0,2023-04-10
1891,032408,00616,1.0,2019-03-27
1892,032418,00616,1.0,2019-05-27
1893,032428,01652,1.0,2024-02-23
1894,032438,00616,1.0,2019-05-06
1895,032444,00461,1.0,2018-09-05
1897,034053,01652,1.0,2018-09-05
1898,034079,00451,5.0,2019-05-31
1899,032460,04469,6.0,2019-02-04
1900,032464,00616,1.0,2019-08-29
1901,032470,00616,1.0,2023-07-24
1902,032476,00616,1.0,2021-01-12
1903,032478,00616,1.0,2022-11-29
1904,032506,00419,3.0,2018-08-14
1905,032512,00395,4.0,2018-11-13
1906,034127,00278,2.0,2019-01-21
1907,034203,00278,5.0,2018-12-18
1908,034217,00124,7.0,2018-08-17
1909,034227,00440,3.0,2018-09-14
1910,034229,00440,2.0,2018-10-15
1911,034235,00290,3.0,2019-02-14
1912,034241,00440,3.0,2018-09-14
1913,034317,00278,1.0,2018-10-06
1914,034319,00470,3.0,2018-08-13
1915,034323,00440,2.0,2018-09-14
1916,034339,00440,2.0,2023-10-25
1917,034409,00895,2.0,2020-11-25
1918,034433,00895,2.0,2023-03-27
1919,034531,00397,2.0,2018-09-14
1920,032582,01652,2.0,2018-10-16
1921,032620,01652,1.0,2018-10-10
1922,032630,00481,2.0,2018-08-01
1923,032642,01652,5.0,2018-10-16
1924,032660,01652,1.0,2024-12-22
1925,032668,00481,1.0,2019-03-25
1926,032712,00124,3.0,2018-07-27
1927,032718,01652,1.0,2018-11-06
1928,032720,01652,1.0,2020-01-04
1929,032776,00481,1.0,2018-08-01
1930,034565,00360,1.0,2018-10-03
1931,034587,00360,1.0,2021-07-26
1932,034609,00124,2.0,2018-08-17
1933,032834,01652,1.0,2018-10-30
1934,032846,00482,2.0,2019-01-11
1935,032850,00436,1.0,2022-08-26
1936,034647,00470,2.0,2019-06-12
1937,034649,00440,1.0,2018-09-14
1938,034655,00440,3.0,2018-09-14
1939,032884,00482,4.0,2019-06-10
1940,032886,01652,1.0,2018-10-24
1941,034675,02366,2.0,2019-08-01
1942,034679,00440,1.0,2018-09-14
1943,034681,02366,1.0,2020-05-11
1944,034687,00261,3.0,2018-08-21
1945,034691,02366,1.0,2023-08-14
1946,034699,02366,1.0,2019-08-01
1947,032910,01652,1.0,2019-02-06
1948,032916,00527,5.0,2018-09-06
1949,032920,00124,1.0,2018-11-30
1950,032936,01652,3.0,2018-10-26
1951,032938,00481,1.0,2018-09-11
1952,032940,01652,2.0,2022-03-30
1953,034711,02366,1.0,2019-08-01
1954,034725,00440,3.0,2018-10-15
1955,032950,01652,1.0,2018-09-29
1956,032960,00481,2.0,2018-08-29
1957,032966,01652,3.0,2018-10-24
1958,032974,00481,1.0,2018-08-01
1959,032976,00481,1.0,2018-08-29
1960,034767,02366,1.0,2019-01-04
1961,034771,02366,3.0,2018-10-18
1962,033012,01652,1.0,2019-02-06
1963,033024,01652,1.0,2018-12-07
1964,034825,01652,2.0,2018-10-16
1965,034875,00440,2.0,2020-11-06
1966,034877,00440,3.0,2018-09-14
1967,034907,00171,2.0,2018-08-29
1968,034909,00171,5.0,2018-08-29
1969,033080,01652,2.0,2018-08-16
1970,033098,01652,2.0,2018-12-07
1971,033100,01652,1.0,2022-01-13
1972,033106,00395,10.0,2018-11-13
1973,033108,00395,1.0,2018-11-13
1974,033174,00395,10.0,2019-01-21
1975,033224,00124,1.0,2018-08-08
1976,033236,01652,4.0,2018-12-04
1977,033256,00124,1.0,2018-08-17
1978,035161,00323,3.0,2018-12-14
1979,033296,01652,5.0,2024-05-18
1980,033306,00444,1.0,2020-01-02
1981,035193,00440,2.0,2019-09-04
1982,035195,00440,1.0,2020-10-23
1983,035229,00256,1.0,2018-11-26
1984,035249,00440,1.0,2019-01-03
1985,035265,00256,2.0,2020-08-25
1986,033358,00124,1.0,2018-08-17
1987,033372,00124,1.0,2018-08-17
1988,035347,01652,3.0,2018-09-20
1989,033438,00395,2.0,2023-07-03
1990,033464,00395,4.0,2021-12-02
1991,035373,01652,4.0,2021-10-20
1992,035403,01652,4.0,2018-09-20
1993,035405,01652,2.0,2018-11-09
1994,035429,01652,4.0,2024-05-18
1995,035433,01652,1.0,2018-11-09
1996,035443,01652,8.0,2024-12-02
1997,035475,01652,4.0,2018-10-18
1998,035487,01652,4.0,2021-02-10
1999,033510,00483,1.0,2019-09-03
2000,033514,00483,1.0,2018-10-22
2001,033522,00395,4.0,2021-04-12
2002,033548,00395,6.0,2021-03-23
2003,033556,00395,6.0,2024-08-16
2004,033558,01652,11.0,2018-09-20
2005,033598,00395,4.0,2019-06-14
2006,033614,00395,10.0,2018-09-03
2007,033618,00395,2.0,2021-04-13
2008,033630,00395,8.0,2021-04-12
2009,035611,00444,2.0,2018-12-03
2010,033644,01652,1.0,2018-10-18
2011,033650,00395,2.0,2018-09-03
2012,033656,00395,4.0,2018-09-03
2013,035629,01652,5.0,2021-07-08
2014,035649,00444,1.0,2019-07-31
2015,033684,00395,2.0,2018-11-13
2016,033698,00444,4.0,2018-10-16
2017,033702,00395,3.0,2020-09-16
2018,035721,00444,4.0,2019-01-21
2019,035725,01652,7.0,2018-10-16
2020,035727,01652,1.0,2018-10-18
2021,035733,00463,2.0,2019-07-23
2022,035741,00193,4.0,2018-10-22
2023,033724,00482,1.0,2018-11-20
2024,035753,01652,1.0,2019-01-24
2025,035755,01652,2.0,2019-01-24
2026,035759,01652,1.0,2019-03-14
2027,035761,01652,3.0,2018-10-16
2028,035763,00002,2.0,2019-09-26
2029,035779,00895,2.0,2018-10-11
2030,035785,00419,1.0,2023-10-20
2031,033754,00395,6.0,2020-10-05
2032,033772,00395,4.0,2019-06-14
2033,033786,00395,4.0,2020-09-16
2034,035795,00422,1.0,2019-05-08
2035,035799,00422,1.0,2018-10-19
2036,035801,00419,8.0,2019-01-24
2037,035803,00419,6.0,2019-02-28
2038,035805,00419,1.0,2023-10-20
2039,035811,00422,1.0,2019-01-04
2040,035815,00422,1.0,2019-05-08
2041,035817,00422,1.0,2019-01-04
2042,035845,00002,2.0,2024-05-30
2043,033854,01652,1.0,2018-09-05
2044,033868,00360,1.0,2019-03-11
2045,033870,00360,1.0,2018-10-03
2046,035881,00256,2.0,2024-07-13
2047,035895,00256,1.0,2018-09-26
2048,035897,00256,4.0,2023-10-02
2049,035905,00193,1.0,2018-10-22
2050,035907,00002,4.0,2022-02-01
2051,033878,01652,1.0,2018-10-30
2052,033906,01652,1.0,2018-09-05
2053,035935,00193,19.0,2018-10-22
2054,035979,00256,2.0,2018-11-26
2055,033920,01652,3.0,2018-08-17
2056,035999,01059,1.0,2019-11-07
2057,033958,01652,1.0,2018-09-05
2058,033970,01652,3.0,2018-09-05
2059,034016,00451,2.0,2020-05-14
2060,034054,01652,1.0,2018-11-07
2061,034070,01652,1.0,2019-08-29
2062,034076,00451,3.0,2019-01-29
2063,036145,01652,1.0,2021-01-07
2064,036171,00265,4.0,2019-06-19
2065,036173,00265,2.0,2022-10-21
2066,036181,00338,5.0,2018-10-18
2067,036183,00338,9.0,2019-02-07
2068,036185,00338,12.0,2018-10-18
2069,036191,01059,1.0,2018-11-01
2070,034088,00451,4.0,2018-12-03
2071,034090,00451,1.0,2019-01-29
2073,036217,00484,6.0,2018-11-23
2074,036271,01059,1.0,2023-10-16
2075,036289,00484,4.0,2018-11-23
2076,036295,00261,1.0,2018-10-01
2077,034186,00440,1.0,2018-10-15
2078,034198,01652,1.0,2018-09-05
2079,036335,00265,1.0,2018-09-12
2080,034214,00278,1.0,2018-08-31
2081,034222,00440,1.0,2018-09-14
2082,034238,00124,2.0,2018-11-06
2083,036385,00265,1.0,2023-02-23
2084,036397,01059,2.0,2023-12-26
2085,036407,01059,2.0,2018-12-26
2086,034254,00440,1.0,2018-09-14
2087,034270,00440,2.0,2018-09-14
2088,034272,00278,2.0,2019-03-12
2089,036419,01059,1.0,2020-03-05
2090,036469,00265,1.0,2019-06-19
2091,036491,01652,2.0,2021-07-23
2092,034292,00440,1.0,2018-09-14
2093,034332,00440,1.0,2021-06-16
2094,036535,01059,1.0,2020-12-17
2095,034394,00463,1.0,2019-10-02
2096,034396,00463,1.0,2019-10-02
2097,034402,00440,2.0,2018-09-14
2098,034410,00895,2.0,2018-10-11
2099,034440,00895,1.0,2018-12-27
2100,034442,00895,1.0,2018-10-11
2101,034474,00397,19.0,2018-09-14
2102,034506,00397,1.0,2020-11-21
2103,036567,01059,2.0,2019-02-01
2104,036589,01059,2.0,2023-12-26
2105,036611,01059,2.0,2020-10-28
2106,036681,00198,6.0,2023-02-15
2107,036717,00198,8.0,2021-07-06
2108,036723,00198,6.0,2021-08-13
2109,036733,00198,1.0,2018-12-05
2110,036747,00261,1.0,2018-10-01
2111,036749,00198,1.0,2018-12-05
2112,036757,00198,3.0,2019-08-12
2113,036765,00198,5.0,2021-08-13
2114,036783,00256,2.0,2020-08-25
2115,036789,00573,3.0,2019-11-01
2116,036815,00470,1.0,2018-10-06
2117,034590,00360,1.0,2019-08-16
2118,034600,00360,1.0,2019-08-16
2119,034604,00360,2.0,2023-02-10
2120,036851,00265,5.0,2018-10-18
2121,036853,01059,2.0,2019-05-28
2122,036855,01059,1.0,2022-12-01
2123,036869,00198,9.0,2019-04-27
2124,036877,00198,3.0,2019-09-19
2125,036883,00198,5.0,2019-04-27
2126,036891,00198,3.0,2019-08-12
2127,036895,00198,2.0,2020-02-07
2128,036899,00198,3.0,2020-02-07
2129,034680,02366,1.0,2020-02-07
2130,034688,02366,1.0,2019-06-05
2131,034690,00440,1.0,2018-09-14
2132,034698,02366,1.0,2019-01-04
2133,034702,02366,1.0,2019-08-01
2134,036921,00198,5.0,2020-09-24
2135,036925,00338,1.0,2020-07-08
2136,036937,00198,8.0,2019-08-12
2137,036945,00198,8.0,2021-02-26
2138,034710,00338,1.0,2020-11-16
2139,034726,02366,1.0,2019-11-05
2140,034740,00261,1.0,2018-10-01
2141,036953,00198,2.0,2019-08-12
2142,036955,00198,14.0,2019-04-27
2143,036959,01059,2.0,2023-12-26
2144,036973,00198,1.0,2019-02-01
2145,036979,00198,7.0,2021-02-26
2146,036993,00198,1.0,2019-04-27
2147,036997,00265,8.0,2018-10-18
2148,037005,00265,2.0,2021-07-14
2149,037017,01652,1.0,2019-08-02
2150,037025,00261,4.0,2018-10-01
2151,034752,02366,3.0,2020-07-06
2152,034760,02366,2.0,2019-11-05
2153,034766,02366,1.0,2018-10-18
2154,034770,02366,1.0,2020-10-01
2155,034772,02366,1.0,2019-01-04
2156,034774,02366,1.0,2023-04-17
2157,034786,02366,1.0,2018-10-18
2158,037045,00265,1.0,2018-10-18
2159,037053,00265,1.0,2018-10-18
2160,034804,00440,6.0,2018-09-14
2161,034824,00440,3.0,2018-09-14
2162,034846,00440,3.0,2018-09-14
2163,034856,01652,3.0,2018-10-16
2164,034864,00440,1.0,2019-04-16
2165,037079,01059,1.0,2019-03-13
2166,037095,00427,1.0,2019-03-08
2167,037107,00427,4.0,2018-10-15
2168,037109,00427,5.0,2018-10-15
2169,037119,00419,4.0,2023-10-20
2170,037127,00427,2.0,2019-07-12
2171,037129,01059,4.0,2018-12-26
2172,037143,00427,2.0,2019-06-24
2173,037145,00427,1.0,2018-10-05
2174,037147,00427,2.0,2024-06-20
2176,037153,01652,1.0,2019-04-24
2177,037159,01652,1.0,2019-10-29
2178,037165,01652,5.0,2020-02-18
2179,037167,00338,8.0,2019-02-04
2180,037169,01652,1.0,2020-05-18
2181,037179,00338,6.0,2019-08-09
2182,037181,00338,2.0,2020-11-20
2183,037191,00338,1.0,2021-02-01
2184,037197,00338,4.0,2019-08-09
2185,037227,00338,2.0,2019-08-09
2186,037233,01652,1.0,2023-05-12
2187,037235,01652,1.0,2023-05-12
2188,037257,00338,4.0,2018-10-18
2189,037267,00338,2.0,2019-01-08
2190,037273,00338,2.0,2019-08-09
2191,037283,01652,1.0,2018-10-05
2192,037287,01652,1.0,2020-10-29
2193,037289,01059,2.0,2023-12-26
2194,037291,01652,3.0,2018-10-05
2195,037295,01652,2.0,2019-03-14
2196,037299,01652,1.0,2020-10-29
2197,037305,01652,1.0,2018-10-05
2198,037315,01652,1.0,2018-10-05
2199,037321,01652,1.0,2018-10-05
2200,037331,01652,1.0,2018-10-05
2201,037333,00338,4.0,2018-10-18
2202,037347,01652,2.0,2018-10-05
2203,037349,01652,1.0,2019-04-22
2204,037361,01652,1.0,2018-10-05
2205,037363,01652,1.0,2018-10-05
2206,037375,00338,2.0,2018-11-14
2207,037385,00470,1.0,2020-10-29
2208,037395,00470,1.0,2019-02-14
2209,037397,00338,1.0,2018-10-18
2210,037405,00338,1.0,2022-06-10
2211,037407,00338,2.0,2018-10-18
2212,037409,00338,1.0,2019-01-08
2213,037415,00338,4.0,2018-10-18
2214,037417,00338,12.0,2019-01-08
2215,037421,01059,2.0,2019-08-13
2216,035156,00323,4.0,2018-08-20
2217,037487,01652,70.0,2018-10-02
2218,035182,00440,2.0,2020-08-12
2219,035202,00256,2.0,2018-09-06
2221,037493,00338,1.0,2018-10-18
2222,037503,00338,7.0,2018-10-18
2223,037513,00338,2.0,2018-12-04
2224,037537,00002,2.0,2022-03-21
2225,037563,00124,4.0,2019-05-16
2226,035250,00440,1.0,2018-11-14
2227,035270,00256,1.0,2020-08-25
2228,035286,00256,3.0,2018-12-10
2229,035288,00256,1.0,2020-08-25
2230,037575,00124,5.0,2019-06-08
2231,037587,04845,2.0,2019-02-13
2232,037645,00481,2.0,2020-01-31
2233,035308,00440,2.0,2019-04-25
2234,035322,01652,3.0,2018-09-20
2235,037693,00338,6.0,2024-03-26
2236,037687,01059,2.0,2018-12-26
2237,035348,00440,1.0,2019-08-27
2238,037725,00261,1.0,2023-07-28
2239,037745,00338,4.0,2018-10-18
2240,037779,00470,3.0,2022-04-13
2241,037803,00338,8.0,2019-02-04
2242,037809,00338,4.0,2022-11-18
2243,037835,00470,1.0,2020-09-12
2244,037843,00338,4.0,2018-10-18
2245,037853,00470,1.0,2019-01-11
2246,035456,01652,4.0,2024-05-18
2247,037861,00470,2.0,2019-10-07
2248,037865,00470,1.0,2020-08-31
2249,037893,00338,12.0,2018-10-18
2250,037915,00338,2.0,2019-07-08
2251,035560,00261,7.0,2018-10-01
2252,035566,00265,3.0,2018-09-12
2253,037967,00338,1.0,2020-09-30
2254,035578,00990,2.0,2021-01-20
2255,035588,00253,8.0,2018-09-21
2256,035590,01652,3.0,2019-06-24
2257,036292,00261,2.0,2018-10-01
2259,038029,00254,1.0,2020-06-03
2260,038057,00254,1.0,2019-08-24
2261,038065,00440,2.0,2019-03-11
2262,038069,00470,1.0,2020-02-12
2263,038073,00470,1.0,2021-08-12
2265,038087,00395,3.0,2018-11-13
2266,035626,00470,1.0,2018-09-11
2267,035654,00444,3.0,2019-11-08
2268,035672,00444,2.0,2018-10-16
2269,035698,00501,1.0,2018-10-17
2270,038089,00124,1.0,2022-10-24
2271,038105,00124,1.0,2021-08-14
2272,038107,00124,2.0,2018-11-06
2273,038117,00395,4.0,2020-03-02
2274,035708,00253,1.0,2018-09-21
2275,035712,00253,1.0,2018-09-20
2276,035728,01652,6.0,2018-10-16
2277,035730,01652,6.0,2018-10-16
2278,035738,01652,7.0,2018-10-16
2279,038143,02927,6.0,2021-04-13
2280,038151,02927,2.0,2021-03-29
2281,038155,02927,2.0,2019-04-22
2282,035758,00193,3.0,2018-10-22
2283,035764,01652,3.0,2018-10-16
2284,035768,01652,2.0,2018-10-16
2285,035770,00422,3.0,2019-01-04
2286,035772,00895,1.0,2018-10-11
2287,035782,00193,2.0,2018-10-22
2288,035784,00419,1.0,2023-10-20
2289,038171,02927,2.0,2018-11-09
2290,035806,00419,1.0,2023-10-20
2291,035808,00419,2.0,2023-10-20
2292,035812,00422,2.0,2019-01-04
2293,035824,00002,6.0,2019-05-30
2294,035828,00422,1.0,2021-12-02
2295,038213,02927,4.0,2018-11-09
2296,038215,02927,2.0,2019-09-24
2297,038231,02927,2.0,2022-04-19
2298,038245,02927,2.0,2021-10-19
2299,038247,02927,2.0,2021-02-23
2300,038259,02927,4.0,2020-10-19
2301,038261,02927,2.0,2022-03-09
2302,035838,00002,1.0,2020-03-02
2303,035850,00002,2.0,2019-05-17
2304,035858,00002,3.0,2018-10-10
2305,035870,00256,2.0,2024-04-12
2306,038321,00395,4.0,2019-01-21
2307,035886,00193,26.0,2023-12-19
2308,035890,00256,4.0,2024-07-13
2309,035894,00895,2.0,2018-10-11
2310,038335,02927,4.0,2019-03-11
2311,038337,02927,1.0,2021-02-22
2312,035914,00422,2.0,2019-01-04
2313,035918,00422,1.0,2020-07-16
2314,035920,00422,1.0,2020-07-16
2315,035922,01059,2.0,2019-05-07
2316,035932,00193,2.0,2018-10-22
2317,035950,00422,1.0,2019-01-04
2318,038369,02927,12.0,2021-11-27
2319,035964,00422,1.0,2020-09-29
2320,035996,01059,1.0,2019-05-28
2321,038443,02927,4.0,2021-02-08
2322,036004,00256,2.0,2019-04-04
2323,038475,02927,6.0,2018-11-09
2324,038499,02927,4.0,2022-07-26
2325,038509,02927,4.0,2020-08-17
2326,038513,02927,2.0,2021-07-10
2327,038521,02927,4.0,2021-03-29
2328,036090,00230,1.0,2019-01-30
2329,036102,00230,1.0,2020-12-14
2330,036144,00265,1.0,2021-02-05
2331,036146,00230,1.0,2020-12-14
2332,036152,01059,1.0,2018-11-01
2333,036156,00230,4.0,2023-08-09
2334,036160,00230,2.0,2019-11-08
2335,036174,00338,28.0,2018-10-18
2336,036178,00338,1.0,2019-02-07
2337,036188,00338,10.0,2019-02-07
2338,036308,01059,4.0,2019-05-28
2339,036330,00265,1.0,2021-08-27
2340,036356,00265,2.0,2019-08-01
2341,036370,00265,3.0,2019-11-13
2342,038541,00395,1.0,2018-11-13
2343,036396,01059,2.0,2019-12-21
2344,036398,01059,1.0,2020-10-28
2345,036400,01059,1.0,2020-08-04
2346,036402,01059,1.0,2020-10-28
2347,036404,00895,2.0,2018-10-11
2348,036410,00895,2.0,2018-10-11
2349,036426,00895,1.0,2018-10-11
2350,036430,01059,2.0,2023-12-26
2351,038567,02927,5.0,2019-03-11
2352,036460,00265,3.0,2019-01-29
2353,036484,01059,2.0,2018-12-26
2354,036486,01059,3.0,2019-05-07
2355,036494,01652,2.0,2018-11-05
2356,036510,01059,5.0,2023-06-24
2357,038607,02927,2.0,2018-11-09
2358,038683,00395,10.0,2018-11-13
2359,038695,02927,6.0,2021-10-04
2360,038699,02927,4.0,2021-05-05
2361,038709,02927,6.0,2018-12-12
2362,038727,02927,2.0,2019-06-03
2363,038735,02927,1.0,2020-11-04
2364,038783,02927,2.0,2021-02-22
2365,038789,02927,2.0,2021-06-03
2366,038805,00332,1.0,2019-02-14
2367,038813,00332,1.0,2019-10-17
2368,038815,02927,3.0,2021-11-17
2369,038817,02927,2.0,2018-11-19
2370,038819,02927,1.0,2022-10-04
2371,038827,02927,6.0,2018-11-09
2372,038829,02927,2.0,2019-10-19
2373,038835,02927,2.0,2018-11-09
2374,038837,02927,14.0,2019-07-17
2375,038841,02927,2.0,2019-01-31
2376,038843,02927,2.0,2018-11-09
2377,038857,02927,4.0,2018-11-09
2378,038871,02927,2.0,2018-11-09
