Cliente;grupo;tipo;tamanho;desconto ;skus_sem1;skus_sem2;skus_sem3;fat_sem1;fat_sem2;fat_sem3;marg_sem1;marg_sem2;marg_sem3;;;;;
I6072;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6074;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6076;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6079;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6084;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6086;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6087;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6090;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6091;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6095;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6097;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6100;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6108;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6112;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6114;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6116;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6134;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6135;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6138;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6143;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6151;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6152;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6153;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6160;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6167;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6173;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6182;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6183;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6198;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6201;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6203;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6217;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6236;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6238;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6241;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6246;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6258;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6267;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6288;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6290;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6294;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6296;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6297;;Autocentro;Grande;;;;;;;;;;;;;;;
I6300;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6301;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6302;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6308;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6323;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6324;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6326;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6330;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6332;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6334;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6339;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6341;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6347;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6353;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6364;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6365;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6379;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6384;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6396;;Não qualificado;;;;;;;;;;;;;;;;
I6402;;Varejo;Grande;;;;;;;;;;;;;;;
I6405;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6431;;Não qualificado;;;;;;;;;;;;;;;;
I6437;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6447;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6454;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6456;;Não qualificado;;;;;;;;;;;;;;;;
I6458;;Autocentro;Grande;;;;;;;;;;;;;;;
I6461;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6462;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6471;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6492;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6496;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6497;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6498;;Autocentro;Grande;;;;;;;;;;;;;;;
I6500;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6508;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6511;;Não qualificado;;;;;;;;;;;;;;;;
I6512;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6513;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6516;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6517;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6518;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6519;;Não qualificado;;;;;;;;;;;;;;;;
I6521;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6523;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6525;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6527;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6531;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6533;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6538;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6540;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6547;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6550;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6554;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6566;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6577;;Não qualificado;;;;;;;;;;;;;;;;
I6584;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6586;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6589;;Autocentro;Grande;;;;;;;;;;;;;;;
I6607;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6614;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6616;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6620;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6621;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6625;;Não qualificado;;;;;;;;;;;;;;;;
I6637;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6646;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6647;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6648;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6650;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6652;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6675;;Não qualificado;;;;;;;;;;;;;;;;
I6679;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6683;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6698;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6704;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6705;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6711;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6715;;Não qualificado;;;;;;;;;;;;;;;;
I6719;;Autocentro;Grande;;;;;;;;;;;;;;;
I6720;;Varejo;Grande;;;;;;;;;;;;;;;
I6727;;Não qualificado;;;;;;;;;;;;;;;;
I6735;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6738;;Não qualificado;;;;;;;;;;;;;;;;
I6740;;Varejo;Pequeno;;;;;;;;;;;;;;;
I6756;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6766;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6767;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6779;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6786;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6793;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6799;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6800;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6807;;Autocentro;Grande;;;;;;;;;;;;;;;
I6845;;Varejo;Grande;;;;;;;;;;;;;;;
I6847;;Autocentro;Grande;;;;;;;;;;;;;;;
I6941;;Não qualificado;;;;;;;;;;;;;;;;
I6964;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I6993;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7014;;Não qualificado;;;;;;;;;;;;;;;;
I7027;;Não qualificado;;;;;;;;;;;;;;;;
I7056;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7103;;Varejo;Pequeno;;;;;;;;;;;;;;;
I7106;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7129;;Não qualificado;;;;;;;;;;;;;;;;
I7136;;Não qualificado;;;;;;;;;;;;;;;;
I7141;;Não qualificado;;;;;;;;;;;;;;;;
I7144;;Varejo;Pequeno;;;;;;;;;;;;;;;
I7146;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7165;;Não qualificado;;;;;;;;;;;;;;;;
I7194;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I7267;;Varejo;Grande;;;;;;;;;;;;;;;
I7333;;Autocentro;Grande;;;;;;;;;;;;;;;
001719;;Varejo;Pequeno;;;;;;;;;;;;;;;
002620;;Varejo;Grande;;;;;;;;;;;;;;;
003832;;Varejo;Grande;;;;;;;;;;;;;;;
004391;;Autocentro;Grande;;;;;;;;;;;;;;;
004393;;Varejo;Pequeno;;;;;;;;;;;;;;;
004521;;Varejo;Pequeno;;;;;;;;;;;;;;;
004586;;Varejo;Grande;;;;;;;;;;;;;;;
005656;;Autocentro;Pequeno;;;;;;;;;;;;;;;
006106;;Varejo;Pequeno;;;;;;;;;;;;;;;
006156;;Autocentro;Pequeno;;;;;;;;;;;;;;;
006830;;Autocentro;Pequeno;;;;;;;;;;;;;;;
008363;;Autocentro;Grande;;;;;;;;;;;;;;;
009107;;Varejo;Pequeno;;;;;;;;;;;;;;;
009631;;Autocentro;Pequeno;;;;;;;;;;;;;;;
009772;;Autocentro;Pequeno;;;;;;;;;;;;;;;
010323;;Autocentro;Pequeno;;;;;;;;;;;;;;;
010509;;Autocentro;Grande;;;;;;;;;;;;;;;
010526;;Autocentro;Pequeno;;;;;;;;;;;;;;;
011011;;Autocentro;Pequeno;;;;;;;;;;;;;;;
011356;;Autocentro;Pequeno;;;;;;;;;;;;;;;
011820;;Autocentro;Grande;;;;;;;;;;;;;;;
011996;;Varejo;Grande;;;;;;;;;;;;;;;
012044;;Autocentro;Pequeno;;;;;;;;;;;;;;;
012883;;Não qualificado;;;;;;;;;;;;;;;;
013427;;Autocentro;Pequeno;;;;;;;;;;;;;;;
014725;;Autocentro;Pequeno;;;;;;;;;;;;;;;
014984;;Autocentro;Pequeno;;;;;;;;;;;;;;;
015742;;Autocentro;Pequeno;;;;;;;;;;;;;;;
015913;;Varejo;Grande;;;;;;;;;;;;;;;
016116;;Autocentro;Pequeno;;;;;;;;;;;;;;;
016122;;Autocentro;Grande;;;;;;;;;;;;;;;
016280;;Autocentro;Pequeno;;;;;;;;;;;;;;;
016495;;Autocentro;Grande;;;;;;;;;;;;;;;
016558;;Varejo;Grande;;;;;;;;;;;;;;;
016602;;Autocentro;Pequeno;;;;;;;;;;;;;;;
016663;;Autocentro;Pequeno;;;;;;;;;;;;;;;
016780;;Autocentro;Grande;;;;;;;;;;;;;;;
016866;;Autocentro;Pequeno;;;;;;;;;;;;;;;
016874;;Autocentro;Pequeno;;;;;;;;;;;;;;;
016908;;Varejo;Pequeno;;;;;;;;;;;;;;;
017091;;Autocentro;Grande;;;;;;;;;;;;;;;
017116;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017129;;Não qualificado;;;;;;;;;;;;;;;;
017188;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017202;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017204;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017209;;Varejo;Pequeno;;;;;;;;;;;;;;;
017222;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017260;;Varejo;Grande;;;;;;;;;;;;;;;
017300;;Autocentro;Grande;;;;;;;;;;;;;;;
017315;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017334;;Varejo;Grande;;;;;;;;;;;;;;;
017420;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017485;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017487;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017594;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017715;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017821;;Autocentro;Pequeno;;;;;;;;;;;;;;;
017864;;Varejo;Grande;;;;;;;;;;;;;;;
017925;;Não qualificado;;;;;;;;;;;;;;;;
018087;;Autocentro;Pequeno;;;;;;;;;;;;;;;
018273;;Autocentro;Pequeno;;;;;;;;;;;;;;;
018758;;Autocentro;Pequeno;;;;;;;;;;;;;;;
018811;;Varejo;Grande;;;;;;;;;;;;;;;
018860;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019059;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019128;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019168;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019225;;Não qualificado;;;;;;;;;;;;;;;;
019326;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019327;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019461;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019529;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019565;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019591;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019675;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019763;;Autocentro;Pequeno;;;;;;;;;;;;;;;
019788;;Varejo;Pequeno;;;;;;;;;;;;;;;
019814;;Varejo;Pequeno;;;;;;;;;;;;;;;
019844;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020042;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020167;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020186;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020190;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020231;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020402;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020479;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020494;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020512;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020543;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020696;;Varejo;Pequeno;;;;;;;;;;;;;;;
020711;;Varejo;Grande;;;;;;;;;;;;;;;
020808;;Autocentro;Pequeno;;;;;;;;;;;;;;;
020842;;Autocentro;Pequeno;;;;;;;;;;;;;;;
021152;;Autocentro;Pequeno;;;;;;;;;;;;;;;
021266;;Autocentro;Pequeno;;;;;;;;;;;;;;;
021783;;Varejo;Pequeno;;;;;;;;;;;;;;;
021954;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022064;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022233;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022266;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022268;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022269;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022394;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022397;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022426;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022433;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022451;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022579;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022702;;Varejo;Pequeno;;;;;;;;;;;;;;;
022757;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022793;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022847;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022865;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022985;;Autocentro;Pequeno;;;;;;;;;;;;;;;
022995;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023150;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023165;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023421;;Varejo;Pequeno;;;;;;;;;;;;;;;
023428;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023446;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023465;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023471;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023474;;Autocentro;Grande;;;;;;;;;;;;;;;
023475;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023479;;Autocentro;Grande;;;;;;;;;;;;;;;
023529;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023551;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023589;;Autocentro;Grande;;;;;;;;;;;;;;;
023675;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023729;;Varejo;Pequeno;;;;;;;;;;;;;;;
023750;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023784;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023825;;Autocentro;Pequeno;;;;;;;;;;;;;;;
023955;;Varejo;Grande;;;;;;;;;;;;;;;
023956;;Varejo;Grande;;;;;;;;;;;;;;;
023958;;Varejo;Grande;;;;;;;;;;;;;;;
023960;;Varejo;Grande;;;;;;;;;;;;;;;
023962;;Varejo;Grande;;;;;;;;;;;;;;;
023964;;Autocentro;Grande;;;;;;;;;;;;;;;
023965;;Varejo;Pequeno;;;;;;;;;;;;;;;
023967;;Varejo;Pequeno;;;;;;;;;;;;;;;
023969;;Varejo;Grande;;;;;;;;;;;;;;;
023972;;Varejo;Grande;;;;;;;;;;;;;;;
023978;;Varejo;Grande;;;;;;;;;;;;;;;
023980;;Varejo;Grande;;;;;;;;;;;;;;;
023983;;Varejo;Grande;;;;;;;;;;;;;;;
023984;;Varejo;Grande;;;;;;;;;;;;;;;
023989;;Varejo;Grande;;;;;;;;;;;;;;;
023991;;Autocentro;Grande;;;;;;;;;;;;;;;
023997;;Varejo;Grande;;;;;;;;;;;;;;;
024003;;Varejo;Grande;;;;;;;;;;;;;;;
024008;;Varejo;Pequeno;;;;;;;;;;;;;;;
024024;;Varejo;Grande;;;;;;;;;;;;;;;
024034;;Varejo;Grande;;;;;;;;;;;;;;;
024084;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024088;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024092;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024093;;Varejo;Pequeno;;;;;;;;;;;;;;;
024101;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024105;;Varejo;Pequeno;;;;;;;;;;;;;;;
024107;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024108;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024116;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024124;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024132;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024151;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024156;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024158;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024159;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024166;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024169;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024183;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024184;;Autocentro;Grande;;;;;;;;;;;;;;;
024187;;Autocentro;Grande;;;;;;;;;;;;;;;
024188;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024192;;Autocentro;Grande;;;;;;;;;;;;;;;
024201;;Varejo;Grande;;;;;;;;;;;;;;;
024202;;Não qualificado;;;;;;;;;;;;;;;;
024210;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024211;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024212;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024214;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024219;;Não qualificado;;;;;;;;;;;;;;;;
024223;;Autocentro;Grande;;;;;;;;;;;;;;;
024224;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024237;;Varejo;Grande;;;;;;;;;;;;;;;
024239;;Autocentro;Grande;;;;;;;;;;;;;;;
024248;;Autocentro;Grande;;;;;;;;;;;;;;;
024277;;Varejo;Pequeno;;;;;;;;;;;;;;;
024366;;Autocentro;Grande;;;;;;;;;;;;;;;
024373;;Autocentro;Grande;;;;;;;;;;;;;;;
024396;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024417;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024438;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024446;;Autocentro;Grande;;;;;;;;;;;;;;;
024448;;Varejo;Pequeno;;;;;;;;;;;;;;;
024466;;Varejo;Grande;;;;;;;;;;;;;;;
024472;;Autocentro;Grande;;;;;;;;;;;;;;;
024538;;Autocentro;Grande;;;;;;;;;;;;;;;
024552;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024578;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024579;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024641;;Autocentro;Grande;;;;;;;;;;;;;;;
024668;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024675;;Não qualificado;;;;;;;;;;;;;;;;
024691;;Autocentro;Pequeno;;;;;;;;;;;;;;;
024692;;Autocentro;Grande;;;;;;;;;;;;;;;
024733;;Autocentro;Grande;;;;;;;;;;;;;;;
024864;;Autocentro;Grande;;;;;;;;;;;;;;;
024938;;Varejo;Grande;;;;;;;;;;;;;;;
026713;;Não qualificado;;;;;;;;;;;;;;;;
026837;;Autocentro;Pequeno;;;;;;;;;;;;;;;
026875;;Não qualificado;;;;;;;;;;;;;;;;
026878;;Autocentro;Pequeno;;;;;;;;;;;;;;;
026884;;Não qualificado;;;;;;;;;;;;;;;;
026886;;Autocentro;Pequeno;;;;;;;;;;;;;;;
026984;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027015;;Autocentro;Grande;;;;;;;;;;;;;;;
027022;;Varejo;Pequeno;;;;;;;;;;;;;;;
027025;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027033;;Autocentro;Grande;;;;;;;;;;;;;;;
027041;;Autocentro;Grande;;;;;;;;;;;;;;;
027047;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027071;;Não qualificado;;;;;;;;;;;;;;;;
027174;;Autocentro;Grande;;;;;;;;;;;;;;;
027175;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027183;;Autocentro;Grande;;;;;;;;;;;;;;;
027184;;Autocentro;Grande;;;;;;;;;;;;;;;
027185;;Autocentro;Grande;;;;;;;;;;;;;;;
027202;;Não qualificado;;;;;;;;;;;;;;;;
027222;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027239;;Não qualificado;;;;;;;;;;;;;;;;
027249;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027275;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027281;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027302;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027317;;Autocentro;Grande;;;;;;;;;;;;;;;
027325;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027328;;Autocentro;Grande;;;;;;;;;;;;;;;
027339;;Autocentro;Grande;;;;;;;;;;;;;;;
027343;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027351;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027358;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027359;;Varejo;Pequeno;;;;;;;;;;;;;;;
027364;;Autocentro;Grande;;;;;;;;;;;;;;;
027367;;Autocentro;Grande;;;;;;;;;;;;;;;
027392;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027397;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027401;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027403;;Varejo;Grande;;;;;;;;;;;;;;;
027404;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027408;;Autocentro;Grande;;;;;;;;;;;;;;;
027409;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027412;;Autocentro;Grande;;;;;;;;;;;;;;;
027419;;Autocentro;Grande;;;;;;;;;;;;;;;
027429;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027437;;Autocentro;Grande;;;;;;;;;;;;;;;
027441;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027447;;Autocentro;Grande;;;;;;;;;;;;;;;
027450;;Autocentro;Grande;;;;;;;;;;;;;;;
027451;;Autocentro;Grande;;;;;;;;;;;;;;;
027455;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027457;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027459;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027460;;Varejo;Grande;;;;;;;;;;;;;;;
027468;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027469;;Varejo;Grande;;;;;;;;;;;;;;;
027474;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027479;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027481;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027483;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027486;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027488;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027489;;Autocentro;Grande;;;;;;;;;;;;;;;
027494;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027501;;Autocentro;Grande;;;;;;;;;;;;;;;
027504;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027506;;Autocentro;Grande;;;;;;;;;;;;;;;
027507;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027511;;Varejo;Grande;;;;;;;;;;;;;;;
027515;;Autocentro;Grande;;;;;;;;;;;;;;;
027545;;Varejo;Pequeno;;;;;;;;;;;;;;;
027558;;Varejo;Pequeno;;;;;;;;;;;;;;;
027574;;Autocentro;Grande;;;;;;;;;;;;;;;
027578;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027595;;Autocentro;Grande;;;;;;;;;;;;;;;
027596;;Autocentro;Grande;;;;;;;;;;;;;;;
027605;;Autocentro;Grande;;;;;;;;;;;;;;;
027616;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027618;;Autocentro;Grande;;;;;;;;;;;;;;;
027623;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027624;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027630;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027642;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027651;;Autocentro;Grande;;;;;;;;;;;;;;;
027672;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027673;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027678;;Não qualificado;;;;;;;;;;;;;;;;
027696;;Autocentro;Grande;;;;;;;;;;;;;;;
027701;;Autocentro;Pequeno;;;;;;;;;;;;;;;
